visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,visit_set_notes,issued_at_UTC,date
134688,iic,SSP_CO_Autumn_1h_50_v1,2025-11-24 00:22:25.646564-10:00,55171.0,12,0,110,585.0000152587891,715.2357,802.85876,384.07236,,0x6ba533de6cd1155,250.739671042602,49.49556685572836,152.80628359695365,0.6707083,0.8408776,,,2025-11-24 10:22:25.646564+00:00,20251124
134687,iic,SSP_CO_Autumn_1h_50_v1,2025-11-24 00:11:24.137417-10:00,55171.0,12,0,112,584.99951171875,719.72345,881.1277,433.16418,,0x6ba533de6cd1155,248.714817843967,51.91593585544162,151.39424431694877,0.6824015,0.8433644,,,2025-11-24 10:11:24.137417+00:00,20251124
134685,iic,SSP_CO_Autumn_1h_37_v1,2025-11-23 23:55:53.682001-10:00,55165.0,12,0,121,648.0,607.53516,713.6179,351.7048,,0x40f67cc7e4ed29c6,244.5694647267032,54.141659379496005,148.23247807506672,0.73063844,0.891468,"No AG stars on CAM1 by terai@stn
delta_z ~ -0.05 mm by terai@stn","No AG stars on CAM1 by terai@stn
delta_z ~ -0.05 mm by terai@stn",2025-11-24 09:55:53.682001+00:00,20251124
134684,iic,SSP_CO_Autumn_1h_37_v1,2025-11-23 23:43:47.575600-10:00,55165.0,12,0,123,648.000244140625,614.3202,791.2218,338.21808,,0x40f67cc7e4ed29c6,241.68181668795071,56.67387694385853,145.97175919382195,0.73224646,0.8945631,"No AG stars on CAM1 by terai@stn
delta_z ~ -0.05 mm by terai@stn","No AG stars on CAM1 by terai@stn
delta_z ~ -0.05 mm by terai@stn",2025-11-24 09:43:47.575600+00:00,20251124
134682,iic,SSP_CO_Autumn_1h_48_v1,2025-11-23 23:31:47.327226-10:00,55159.0,12,0,86,442.99749755859375,413.6711,588.62274,214.24438,,0x700ad53b0866a470,241.5586172996918,58.63154683636792,145.94969283087406,0.79332906,0.81164217,"No AG stars on CAM1 and CAM6 by terai@stn
delta_z ~ -0.1 mm by terai@stn","No AG stars on CAM1 and CAM6 by terai@stn
delta_z ~ -0.1 mm by terai@stn",2025-11-24 09:31:47.327226+00:00,20251124
134681,iic,SSP_CO_Autumn_1h_48_v1,2025-11-23 23:23:07.431362-10:00,55159.0,12,0,88,443.0005035400391,370.76828,583.08044,135.62924,,0x700ad53b0866a470,239.1314405021021,60.38666676666777,143.9802561614473,0.84515315,0.791875,"No AG stars on CAM1 and CAM6 by terai@stn
delta_z ~ -0.1 mm by terai@stn","No AG stars on CAM1 and CAM6 by terai@stn
delta_z ~ -0.1 mm by terai@stn",2025-11-24 09:23:07.431362+00:00,20251124
134666,iic,SSP_CO_Autumn_1h_34_v1,2025-11-23 20:41:06.957680-10:00,55124.0,12,0,90,460.99974822998047,498.45053,584.7355,230.62225,,0x6786b46981360711,141.19551727126316,67.88874230990753,53.87128149211736,0.66103417,0.8814575,,,2025-11-24 06:41:06.957680+00:00,20251124
134665,iic,SSP_CO_Autumn_1h_34_v1,2025-11-23 20:32:08.272726-10:00,55124.0,12,0,91,460.99825286865234,625.10223,744.9273,264.05023,,0x6786b46981360711,136.6665011546651,66.50743478243469,49.77902523937121,0.61058533,0.89848655,,,2025-11-24 06:32:08.272726+00:00,20251124
134663,iic,SSP_CO_Autumn_1h_33_v1,2025-11-23 20:19:35.768304-10:00,55118.0,12,0,91,471.999252319336,577.24927,617.6146,234.27383,,0x157f4f9e483e8c6b,133.13048490930777,65.21548411885246,46.62470599732112,0.6808951,0.88761353,,,2025-11-24 06:19:35.768304+00:00,20251124
134662,iic,SSP_CO_Autumn_1h_33_v1,2025-11-23 20:10:26.376538-10:00,55118.0,12,0,93,471.9999923706055,506.81958,593.1244,214.68187,,0x157f4f9e483e8c6b,129.40201621642086,63.60292875320516,43.34647744734657,0.71583956,0.88174134,,,2025-11-24 06:10:26.376538+00:00,20251124
134660,iic,SSP_CO_Autumn_22h_32_v1,2025-11-23 19:54:49.086308-10:00,55112.0,12,0,94,489.0005035400391,510.8912,655.30176,242.92944,,0x5935b54bab6864e1,222.430825692636,66.80917923538773,129.45365865394552,0.69272125,0.9082027,,,2025-11-24 05:54:49.086308+00:00,20251124
134659,iic,SSP_CO_Autumn_22h_32_v1,2025-11-23 19:45:22.545125-10:00,55112.0,12,0,95,489.0005035400391,466.21808,612.3241,222.93974,,0x5935b54bab6864e1,217.5458719143693,68.22801687829782,125.0321523856118,0.73267555,0.89387035,,,2025-11-24 05:45:22.545125+00:00,20251124
134657,iic,SSP_CO_Autumn_22h_43_v1,2025-11-23 19:32:20.830923-10:00,55106.0,12,0,97,508.00025177001953,395.7045,559.59827,210.94804,,0x4521ecb792fe8032,212.8339762369792,70.53109561235476,120.75048174735828,0.73994064,0.91825414,,,2025-11-24 05:32:20.830923+00:00,20251124
134656,iic,SSP_CO_Autumn_22h_43_v1,2025-11-23 19:22:32.765706-10:00,55106.0,12,0,99,508.0017547607422,506.53537,632.59424,216.07776,,0x4521ecb792fe8032,206.1974834653001,71.65776499072511,114.61160366499244,0.6870066,0.9266113,,,2025-11-24 05:22:32.765706+00:00,20251124
134654,iic,SSP_CO_Autumn_22h_42_v1,2025-11-23 19:06:37.092835-10:00,55100.0,12,0,126,674.9992523193359,585.45197,699.2309,250.49484,,0x59293d2160d69f01,198.6526680445012,72.541315010885,107.57358897816052,0.7760759,0.9102748,,,2025-11-24 05:06:37.092835+00:00,20251124
134653,iic,SSP_CO_Autumn_22h_42_v1,2025-11-23 18:54:05.301163-10:00,55100.0,12,0,127,674.9999847412109,482.1611,554.21484,170.44627,,0x59293d2160d69f01,188.3318723790786,73.22694109748392,97.88835209865196,0.8504501,0.88218176,,,2025-11-24 04:54:05.301163+00:00,20251124
134878,iic,SSP_CO_Spring_9h_34_v2,2025-11-25 05:18:17.387071-10:00,55447.0,12,0,85,420.9979934692383,500.37674,566.029,221.71579,,0x21c56dff23549544,159.49696028859992,69.90616848594264,70.7886022824293,0.56279695,0.95369744,,,2025-11-25 15:18:17.387071+00:00,20251125
134877,iic,SSP_CO_Spring_9h_34_v2,2025-11-25 05:10:00.811538-10:00,55447.0,12,0,84,420.99974822998047,550.54877,640.53827,253.73138,,0x21c56dff23549544,153.9600878834019,69.1301515116494,65.63142799061431,0.5556513,0.95100826,,,2025-11-25 15:10:00.811538+00:00,20251125
134875,iic,SSP_CO_Spring_9h_46_v2,2025-11-25 04:59:28.117981-10:00,55441.0,12,0,73,363.99949645996094,317.66138,408.0201,161.45932,,0x751401f59c6bb64f,147.17588598549773,69.03797497392512,59.34655997866676,0.6482889,0.90837324,,,2025-11-25 14:59:28.117981+00:00,20251125
134874,iic,SSP_CO_Spring_9h_46_v2,2025-11-25 04:52:07.613202-10:00,55441.0,12,0,74,363.99974822998047,79.19674,113.51956,44.72468,,0x751401f59c6bb64f,143.00175558000603,68.06188442563051,55.52115149786008,1.2537678,0.7651569,,,2025-11-25 14:52:07.613202+00:00,20251125
134872,iic,SSP_CO_Spring_9h_32_v1,2025-11-25 04:41:23.584923-10:00,55435.0,12,0,73,359.9977493286133,347.77896,497.6795,206.18475,,0x35d0282911426b07,143.8030346721208,67.02413675736408,56.267131519966384,0.5896412,0.9574686,,,2025-11-25 14:41:23.584923+00:00,20251125
134871,iic,SSP_CO_Spring_9h_32_v1,2025-11-25 04:34:06.452370-10:00,55435.0,12,0,74,359.9977493286133,502.50076,580.2888,226.64352,,0x35d0282911426b07,140.10269339132628,65.97372380199049,52.90048268977428,0.52696,0.9729924,,,2025-11-25 14:34:06.452370+00:00,20251125
134869,iic,SSP_CO_Spring_9h_31_v2,2025-11-25 04:23:39.357167-10:00,55429.0,12,0,70,349.0010070800781,402.42783,486.0663,195.6992,,0x40352ebb960d0a55,136.25345562874003,64.68131375143714,49.43394751582586,0.5707182,0.9443668,,,2025-11-25 14:23:39.357167+00:00,20251125
134868,iic,SSP_CO_Spring_9h_31_v2,2025-11-25 04:16:32.466096-10:00,55429.0,12,0,72,348.99950408935547,426.00226,485.1363,186.46318,,0x40352ebb960d0a55,133.2596184039938,63.50685261693494,46.76688248206829,0.5744389,0.9379479,,,2025-11-25 14:16:32.466096+00:00,20251125
134866,iic,SSP_CO_Spring_9h_41_v2,2025-11-25 04:07:00.053498-10:00,55423.0,12,0,62,298.9990005493164,316.4612,388.22604,132.24323,,0x47a10fd31bf43b89,132.3860792236328,64.58044818115235,45.96977117919922,0.55560654,0.9662331,,,2025-11-25 14:07:00.053498+00:00,20251125
134865,iic,SSP_CO_Spring_9h_41_v2,2025-11-25 04:00:45.743649-10:00,55423.0,12,0,63,298.9987487792969,335.90845,437.89325,135.09343,,0x47a10fd31bf43b89,129.89888889583077,63.48605857308456,43.78487570454755,0.5214734,0.9663273,,,2025-11-25 14:00:45.743649+00:00,20251125
134863,iic,SSP_CO_Spring_9h_28_v2,2025-11-25 03:50:08.037804-10:00,55417.0,12,0,68,333.9992446899414,447.76596,483.35394,176.55438,,0x73a334a2919fd634,128.55812223114236,61.3138946199069,42.64455374836052,0.49675897,1.0311657,,,2025-11-25 13:50:08.037804+00:00,20251125
134862,iic,SSP_CO_Spring_9h_28_v2,2025-11-25 03:43:16.743421-10:00,55417.0,12,0,69,334.0019989013672,528.246,598.02167,202.24725,,0x73a334a2919fd634,126.2450470409805,60.03935505160325,40.65409787953329,0.44889337,1.0386639,,,2025-11-25 13:43:16.743421+00:00,20251125
134860,iic,SSP_CO_Spring_9h_27_v1,2025-11-25 03:32:45.564031-10:00,55411.0,12,0,71,355.99849700927734,584.39197,634.8875,247.31947,,0xf36d699bb2fecae,125.2016017353618,59.42134155593552,39.76540638850285,0.5236449,0.97731584,,,2025-11-25 13:32:45.564031+00:00,20251125
134859,iic,SSP_CO_Spring_9h_27_v1,2025-11-25 03:25:32.676918-10:00,55411.0,12,0,73,356.000244140625,522.17554,567.3442,215.08363,,0xf36d699bb2fecae,123.02926708403088,58.020102260875056,37.935967737314655,0.56170297,0.9567363,,,2025-11-25 13:25:32.676918+00:00,20251125
134857,iic,SSP_CO_Spring_9h_25_v1,2025-11-25 03:14:46.544024-10:00,55405.0,12,0,73,367.9992446899414,435.3435,473.2102,199.7796,,0x70ab25fd8e615826,122.6927026242626,57.796347014758055,37.65530481143873,0.5369293,0.9586886,,,2025-11-25 13:14:46.544024+00:00,20251125
134856,iic,SSP_CO_Spring_9h_25_v1,2025-11-25 03:07:19.788565-10:00,55405.0,12,0,75,367.9984970092773,463.65253,513.1468,214.84709,,0x70ab25fd8e615826,120.66172952209875,56.32040455799229,35.97985519004973,0.52668035,0.957608,,,2025-11-25 13:07:19.788565+00:00,20251125
134854,iic,SSP_CO_Spring_8h_15_v2,2025-11-25 02:56:41.149025-10:00,55399.0,12,0,70,354.99949645996094,484.88498,557.176,170.67055,,0x64d2b049008a2a46,120.02414243441102,57.6222764414253,35.42340442305761,0.54576826,0.9656037,,,2025-11-25 12:56:41.149025+00:00,20251125
134853,iic,SSP_CO_Spring_8h_15_v2,2025-11-25 02:49:28.935357-10:00,55399.0,12,0,72,354.9992446899414,470.13956,545.5296,204.37457,,0x64d2b049008a2a46,118.17465267839104,56.16183529557853,33.93455402768891,0.5580488,0.9603046,,,2025-11-25 12:49:28.935357+00:00,20251125
134851,iic,SSP_CO_Spring_8h_17_v2,2025-11-25 02:38:52.947388-10:00,55393.0,12,0,69,347.9985046386719,426.38626,490.81204,169.73071,,0x3030d8cf23fb6b4f,113.56741234209898,51.84342646427292,30.375595600484942,0.52210736,0.94898045,,,2025-11-25 12:38:52.947388+00:00,20251125
134850,iic,SSP_CO_Spring_8h_17_v2,2025-11-25 02:31:47.211361-10:00,55393.0,12,0,72,347.9989929199219,416.16483,496.61874,118.17772,,0x3030d8cf23fb6b4f,112.17736763789736,50.32232402933055,29.353768881436054,0.5308399,0.9322742,,,2025-11-25 12:31:47.211361+00:00,20251125
134848,iic,SSP_CO_Spring_8h_21_v1,2025-11-25 02:20:13.962786-10:00,55387.0,12,0,80,410.9979934692383,560.9929,647.6277,241.83173,,0x503e1af429050f1,111.34734661978965,51.52537062745657,28.67507601672818,0.48035714,0.9504999,,,2025-11-25 12:20:13.962786+00:00,20251125
134847,iic,SSP_CO_Spring_8h_21_v1,2025-11-25 02:12:06.657829-10:00,55387.0,12,0,83,410.99949645996094,562.9157,701.1509,256.03232,,0x503e1af429050f1,109.8495214313804,49.749549957092654,27.622258534688434,0.5013414,0.9382041,,,2025-11-25 12:12:06.657829+00:00,20251125
134845,iic,SSP_CO_Spring_8h_5_v1,2025-11-25 01:56:16.201466-10:00,55381.0,12,0,124,674.9990081787109,970.11884,1041.5236,478.97638,,0x67746a38dbdb8902,111.90899688843264,45.78096526119125,29.22011681062629,0.5509813,0.94619584,,,2025-11-25 11:56:16.201466+00:00,20251125
134844,iic,SSP_CO_Spring_8h_5_v1,2025-11-25 01:43:44.765418-10:00,55381.0,12,0,126,674.9989929199219,1120.9974,1231.2584,615.6413,,0x67746a38dbdb8902,109.82935746385176,43.04399276250907,27.75833740535932,0.5214557,0.948725,,,2025-11-25 11:43:44.765418+00:00,20251125
134842,iic,SSP_CO_Autumn_2h_53_v2,2025-11-25 01:24:06.485403-10:00,55375.0,12,0,120,642.9990234375,1144.4777,1409.003,731.4455,,0x468fcff854732b0d,251.34195421147643,41.83305691287725,153.0285492576504,0.6350395,0.8100348,,,2025-11-25 11:24:06.485403+00:00,20251125
134841,iic,SSP_CO_Autumn_2h_53_v2,2025-11-25 01:12:06.196245-10:00,55375.0,12,0,123,642.9990081787109,1138.7322,1469.0026,718.0803,,0x468fcff854732b0d,249.44039781083944,44.48332946406685,151.73410744609137,0.65426004,0.8107843,,,2025-11-25 11:12:06.196245+00:00,20251125
134839,iic,SSP_CO_Autumn_2h_69_v1,2025-11-25 00:56:03.131220-10:00,55369.0,12,0,123,612.0012512207031,1241.0648,1565.1339,663.31104,,0x64b4667d8af96dc6,253.10382246874605,46.28703984557858,154.35414728944602,0.67055845,0.80690455,,,2025-11-25 10:56:03.131220+00:00,20251125
134838,iic,SSP_CO_Autumn_2h_69_v1,2025-11-25 00:44:36.917773-10:00,55369.0,12,0,116,612.0,1206.212,1592.0635,768.41907,,0x64b4667d8af96dc6,251.1760870151765,48.92060488590355,153.09712900317277,0.65020823,0.8162115,,,2025-11-25 10:44:36.917773+00:00,20251125
134836,iic,SSP_CO_Autumn_1h_52_v1,2025-11-25 00:31:16.644607-10:00,55363.0,12,0,96,499.0,802.1767,1077.0309,470.67755,,0x5076714082ad0e1,251.1809591184626,48.92798586830574,153.10346668618948,0.7612602,0.9361301,,,2025-11-25 10:31:16.644607+00:00,20251125
134835,iic,SSP_CO_Autumn_1h_52_v1,2025-11-25 00:21:42.002413-10:00,55363.0,12,0,97,499.0025100708008,832.7936,1132.2626,487.19778,,0x5076714082ad0e1,249.47528537848055,51.03561800443209,151.93156198354868,0.74089617,0.9345529,,,2025-11-25 10:21:42.002413+00:00,20251125
134833,iic,SSP_CO_Autumn_1h_49_v1,2025-11-25 00:07:01.896859-10:00,55357.0,12,0,113,603.0000152587891,1220.8206,1565.0181,892.83777,,0x348fd6259e60b0fc,249.5530068821844,50.94932218375185,151.98563926125414,0.6741983,0.98823905,,,2025-11-25 10:07:01.896859+00:00,20251125
134832,iic,SSP_CO_Autumn_1h_49_v1,2025-11-24 23:55:44.334463-10:00,55357.0,12,0,115,602.9987487792969,1032.3052,1408.7996,614.5505,,0x348fd6259e60b0fc,247.34307425362724,53.411853212298766,150.3994060037456,0.68467385,0.9886191,,,2025-11-25 09:55:44.334463+00:00,20251125
134830,iic,SSP_CO_Autumn_1h_46_v1,2025-11-24 23:41:39.212556-10:00,55351.0,12,0,42,470.00074768066406,521.476,703.54224,208.16768,,0x283f79e5c0d715b7,247.15760857077208,53.61725854312672,150.26121108111212,0.7652869,0.8846301,,,2025-11-25 09:41:39.212556+00:00,20251125
134829,iic,SSP_CO_Autumn_1h_46_v1,2025-11-24 23:32:32.635641-10:00,55351.0,12,0,73,470.0017547607422,240.01749,410.36783,139.18903,,0x283f79e5c0d715b7,245.022915483332,55.70983284671291,148.65778127657313,0.74657923,0.7530155,,,2025-11-25 09:32:32.635641+00:00,20251125
134811,iic,SSP_CO_Autumn_0h_40_v1,2025-11-24 20:00:48.844444-10:00,55308.0,12,0,110,453.9987564086914,211.50546,298.43634,137.05168,,0x4693fababf85d620,169.5629858646997,72.94498630023111,85.82583511145407,0.9183563,0.7780024,,,2025-11-25 06:00:48.844444+00:00,20251125
134810,iic,SSP_CO_Autumn_0h_40_v1,2025-11-24 19:51:58.676762-10:00,55308.0,12,0,89,453.9990081787109,424.88364,585.97217,224.00703,,0x4693fababf85d620,158.38350136186824,72.25414540381405,69.72824088155224,0.7185989,0.86857617,,,2025-11-25 05:51:58.676762+00:00,20251125
134808,iic,SSP_CO_Autumn_22h_41_v1,2025-11-24 19:37:00.235876-10:00,55302.0,12,0,94,500.0005035400391,464.67847,572.98834,280.43027,,0x47e8b632979309e7,223.2210098347336,67.89770144507999,130.2071136393875,0.7087254,0.91469884,,,2025-11-25 05:37:00.235876+00:00,20251125
134807,iic,SSP_CO_Autumn_22h_41_v1,2025-11-24 19:27:23.561012-10:00,55302.0,12,0,97,500.0005035400391,452.0079,613.3588,269.02402,,0x47e8b632979309e7,218.0631156725761,69.3576920338166,125.540647653433,0.73303896,0.9100704,,,2025-11-25 05:27:23.561012+00:00,20251125
134804,iic,SSP_CO_Autumn_0h_39_v1,2025-11-24 19:04:19.089672-10:00,55291.0,12,0,125,674.9994964599609,548.0212,620.5644,266.6003,,0xb8e26fff8c0924f,133.267702748576,66.69228083393963,46.70561096677742,0.7767978,0.9417506,,,2025-11-25 05:04:19.089672+00:00,20251125
134803,iic,SSP_CO_Autumn_0h_39_v1,2025-11-24 18:51:47.476717-10:00,55291.0,12,0,128,675.0012512207031,447.30878,511.33643,191.96898,,0xb8e26fff8c0924f,128.01266244969943,64.47247394606298,42.091596848306025,0.8219093,0.916212,,,2025-11-25 04:51:47.476717+00:00,20251125
135228,iic,SSP_CO_Autumn_2h_78_v2,2025-11-27 23:57:48.786936-10:00,55883.0,12,0,93,434.9982452392578,393.41275,483.33264,228.85303,,0x395c99f0dad58d15,237.81475927995487,61.22141641219032,142.8901431649764,0.76853096,0.93320644,,,2025-11-28 09:57:48.786936+00:00,20251128
135227,iic,SSP_CO_Autumn_2h_78_v2,2025-11-27 23:49:19.112262-10:00,55883.0,12,0,85,434.99974822998047,412.27548,543.3484,248.14653,,0x395c99f0dad58d15,234.88888781809663,62.95400501273529,140.43065692388524,0.72902775,0.9360499,,,2025-11-28 09:49:19.112262+00:00,20251128
135225,iic,SSP_CO_Autumn_2h_62_v2,2025-11-27 23:37:07.831596-10:00,55877.0,12,0,86,449.0007553100586,456.75104,603.80756,270.88815,,0x416fc92eccb7bba2,226.87533242991893,63.7630291756867,133.3839160720737,0.64197224,0.92227757,,,2025-11-28 09:37:07.831596+00:00,20251128
135224,iic,SSP_CO_Autumn_2h_62_v2,2025-11-27 23:28:21.556645-10:00,55877.0,12,0,88,449.0005035400391,399.86588,521.7902,247.72365,,0x416fc92eccb7bba2,223.11917838403733,65.20400500971046,130.03928405416886,0.6537627,0.9189602,,,2025-11-28 09:28:21.556645+00:00,20251128
135222,iic,SSP_CO_Autumn_2h_46_v2,2025-11-27 23:16:53.670525-10:00,55871.0,12,0,78,400.00025939941406,431.09772,684.93604,265.46164,,0x213fd83eba8c9c87,214.39542277147817,65.30391916651635,122.12227698648051,0.7091759,0.9900605,,,2025-11-28 09:16:53.670525+00:00,20251128
135221,iic,SSP_CO_Autumn_2h_46_v2,2025-11-27 23:08:56.486669-10:00,55871.0,12,0,80,399.9990005493164,440.1583,707.2826,263.71698,,0x213fd83eba8c9c87,210.2732856703101,66.28768039490126,118.33236239415518,0.72066575,0.98866874,,,2025-11-28 09:08:56.486669+00:00,20251128
135219,iic,SSP_CO_Autumn_2h_54_v2,2025-11-27 22:56:53.835303-10:00,55865.0,12,0,87,445.0,560.76654,908.1458,367.40906,,0x2676bfaf341d73e0,205.98976579938616,68.26122737339564,114.36734510149276,0.57891154,0.9863917,,,2025-11-28 08:56:53.835303+00:00,20251128
135218,iic,SSP_CO_Autumn_2h_54_v2,2025-11-27 22:48:12.567812-10:00,55865.0,12,0,87,444.99974822998047,459.78564,751.0865,321.45868,,0x2676bfaf341d73e0,200.47626665387835,69.06308471679688,109.23749603271484,0.6070737,0.97667724,,,2025-11-28 08:48:12.567812+00:00,20251128
135216,iic,SSP_CO_Autumn_2h_70_v2,2025-11-27 22:36:04.770134-10:00,55859.0,12,0,83,400.0005035400391,277.329,524.684,222.92435,,0x157dc7885c80b180,193.22055903451889,71.9061343712721,102.46364684875854,0.68003577,0.9110642,,,2025-11-28 08:36:04.770134+00:00,20251128
135215,iic,SSP_CO_Autumn_2h_70_v2,2025-11-27 22:28:05.473657-10:00,55859.0,12,0,81,400.00025177001953,255.08388,492.70538,210.01244,,0x157dc7885c80b180,186.7463381714616,72.23674961394327,96.38258080979796,0.7132139,0.9111579,,,2025-11-28 08:28:05.473657+00:00,20251128
135213,iic,SSP_CO_Autumn_2h_38_v2,2025-11-27 22:14:06.591830-10:00,55853.0,12,0,79,399.9995040893554,152.11218,247.41212,119.68543,,0x1958648c869de24e,176.0529638326393,68.1650745223903,86.31234870766694,0.6572468,0.9761589,,Passing meridian. Bad guiding. by tak@stn,2025-11-28 08:14:06.591830+00:00,20251128
135212,iic,SSP_CO_Autumn_2h_38_v2,2025-11-27 22:06:09.800562-10:00,55853.0,12,0,81,399.9985046386719,248.53392,369.20987,139.51517,,0x1958648c869de24e,170.8300786866732,67.95367473766116,81.39911127382992,0.599611,1.0082599,,Passing meridian. Bad guiding. by tak@stn,2025-11-28 08:06:09.800562+00:00,20251128
135210,iic,SSP_CO_Autumn_2h_77_v2,2025-11-27 21:48:56.790129-10:00,55847.0,12,0,79,400.0000076293945,559.343,817.4663,326.04083,,0x5fe468cef8811f03,156.19062133405194,71.96451429451037,67.67688770414148,0.56896037,1.0006918,,,2025-11-28 07:48:56.790129+00:00,20251128
135209,iic,SSP_CO_Autumn_2h_77_v2,2025-11-27 21:40:58.628314-10:00,55847.0,12,0,81,400.0010070800781,520.8924,820.5603,313.4989,,0x5fe468cef8811f03,150.56001974468583,71.13359065143608,62.44244394126845,0.5952285,0.9962776,,,2025-11-28 07:40:58.628314+00:00,20251128
135198,iic,SSP_CO_Autumn_2h_60_v1,2025-11-27 19:36:59.006798-10:00,55823.0,12,0,114,607.0007476806641,107.50684,187.63402,99.449974,,0x1a8ef60c9d9bd294,113.80446051718366,52.52493755890293,30.54374300028039,1.0480868,0.749409,,,2025-11-28 05:36:59.006798+00:00,20251128
135197,iic,SSP_CO_Autumn_2h_60_v1,2025-11-27 19:25:36.191852-10:00,55823.0,12,0,116,607.0019836425781,154.8614,282.66946,144.44173,,0x1a8ef60c9d9bd294,111.55789662635378,50.06403452337044,28.897905333359358,0.92254734,0.78899,,,2025-11-28 05:25:36.191852+00:00,20251128
135195,iic,SSP_CO_Autumn_1h_51_v1,2025-11-27 19:08:45.726092-10:00,55817.0,12,0,126,674.999755859375,319.56705,569.08527,311.9128,,0x46f099e4970cc759,109.33418786572844,49.579502467581406,27.25041197976576,0.7168706,0.842516,,,2025-11-28 05:08:45.726092+00:00,20251128
135194,iic,SSP_CO_Autumn_1h_51_v1,2025-11-27 18:56:11.980640-10:00,55817.0,12,0,128,674.9987487792969,337.8965,581.46967,282.78757,,0x46f099e4970cc759,107.24075554873691,46.78675821504704,25.86475358213432,0.72474605,0.8531265,,,2025-11-28 04:56:11.980640+00:00,20251128
