# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes
126769,iic,SSP_GA_outerdisk_l90_b29_faint_P00V05,2025-05-31 04:34:21.916100,47582,12,0,89,449.9982452392578,244.56253,,210.88057,301.39594,0x27127706740df90b,334.78036430827734,39.04883134298485,-114.78427814504954,0.8788528,0.8342832,
126768,iic,SSP_GA_outerdisk_l90_b29_faint_P00V05,2025-05-31 04:25:36.676102,47582,12,0,71,449.99949645996094,294.0619,,180.40591,458.9561,0x27127706740df90b,335.68761609484267,40.028267626995806,-113.03551307091347,0.9243586,0.8483068,
126767,iic,SSP_GA_outerdisk_l90_b29_faint_P00V05,2025-05-31 04:16:51.368771,47582,12,0,71,450.00074768066406,342.5286,,194.10985,552.38324,0x27127706740df90b,336.5555748572716,40.86711544757123,-110.54626470178991,0.903591,0.85533273,
126766,iic,SSP_GA_outerdisk_l90_b29_faint_P00V05,2025-05-31 04:08:04.934105,47582,12,0,76,449.9987487792969,248.62193,,125.448845,410.69003,0x27127706740df90b,337.5049422519659,41.694547266741985,-107.9485706005221,0.99367183,0.8039896,
126765,iic,,2025-05-31 03:59:04.701569,47579,0,9,13,4.800000190734863,,,,,0x27127706740df90b,331.9497489929199,42.562745836046005,-102.40791161855061,1.0192667,0.729946,
126764,iic,S25A_may_39,2025-05-31 03:50:17.040020,47576,12,0,94,449.99849700927734,623.47064,774.95215,307.06772,,0x9e49f70b8ffdb77,115.81407113050027,55.36823044630586,32.05232473908278,0.66389894,0.9957903,
126763,iic,S25A_may_39,2025-05-31 03:41:31.962837,47576,12,0,94,450.0012435913086,543.36383,657.9465,274.46057,,0x9e49f70b8ffdb77,113.8626687186105,53.50115349179222,30.56489159316613,0.696585,0.985444,
126762,iic,S25A_may_39,2025-05-31 03:32:46.946871,47576,12,0,95,449.9987487792969,572.96844,705.5869,274.4216,,0x9e49f70b8ffdb77,112.06010033572531,51.59386761650365,29.233859576479926,0.6839164,0.9596146,
126761,iic,S25A_may_39,2025-05-31 03:24:00.002183,47576,12,0,95,449.99849700927734,230.60416,279.57782,113.70011,,0x9e49f70b8ffdb77,110.39918526055301,49.663995373311465,28.050705105846465,0.9361832,0.8179939,
126760,iic,,2025-05-31 03:19:00.224299,47573,0,9,9,4.800000190734863,,,,,0x9e49f70b8ffdb77,109.32070623125348,48.318445341927664,30.420706272125244,1.1528507,0.6888183,
126759,agcc,,2025-05-31 03:18:37.040326,,0,0,1,1.0,,,,,0x3feb44d8fd77575f,105.99994659423828,43.99999237060547,115.10716247558594,,,
126758,iic,,2025-05-31 03:13:50.616265,47570,12,0,0,13.905083735783895,,,,,0x3feb44d8fd77575f,106.00000762939453,43.99998092651367,115.1071548461914,,,
126757,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 02:32:53.843566,47568,12,0,273,900.0014953613281,841.0487,897.48224,545.3428,,0x3feb44d8fd77575f,327.7480313093614,42.85346827951602,-59.79299315848342,0.8564574,0.7801899,gen2 died after this exposure. should be OK. just note. by ichi@stn
126756,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 02:16:36.016413,47568,12,0,185,899.9992523193359,597.7499,672.0814,422.49652,,0x3feb44d8fd77575f,329.98091507986226,45.336434058423315,-54.09821871734373,0.9585632,0.7476493,
126755,iic,,2025-05-31 02:11:46.688178,47565,0,9,12,4.800000190734863,,,,,0x3feb44d8fd77575f,331.16443589154414,46.43294581244974,-51.182907441083124,0.9686402,0.7083353,
126754,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 01:55:25.453969,47562,12,0,186,900.0002593994141,517.3621,501.29828,314.05112,,0x3feb44d8fd77575f,332.7951733791157,47.72003926540508,-47.75333225567283,0.95554644,0.70611674,
126753,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 01:39:09.810237,47562,12,0,183,899.9990081787109,1473.2382,1238.2224,820.5705,,0x3feb44d8fd77575f,335.33590398887196,49.408398225456885,-42.510726918316664,0.663796,0.82210714,
126752,iic,,2025-05-31 01:34:37.457385,47559,0,9,10,4.800000190734863,,,,,0x3feb44d8fd77575f,336.9268290201823,50.31109352111817,-39.1948610941569,0.7115418,0.7567923,
126751,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 01:18:18.301596,47556,12,0,184,899.9982452392578,881.56116,845.11127,487.2762,,0x3feb44d8fd77575f,339.0335234355151,51.315922372709444,-35.41293332893351,0.79062927,0.8236662,
126750,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 01:02:00.719780,47556,12,0,186,899.99951171875,779.03656,738.65155,393.04608,,0x3feb44d8fd77575f,342.28203854803746,52.589638400653094,-29.53055996933188,0.8145039,0.73545426,
126749,iic,,2025-05-31 00:57:50.305885,47553,0,9,8,4.800000190734863,,,,,0x3feb44d8fd77575f,344.2685359074519,53.232083100538986,-25.80481221125676,0.81381625,0.7410331,
126748,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 00:41:30.874824,47550,12,0,183,899.9982452392578,1015.03864,934.6911,472.05197,,0x3feb44d8fd77575f,346.7765506255854,53.88108088729817,-21.74835193124714,0.6948251,0.7549591,
126747,iic,EN1_S25A_run0001_postMer_obs0008,2025-05-31 00:25:11.599435,47550,12,0,183,900.0,1095.4409,1024.0819,508.64096,,0x3feb44d8fd77575f,350.6380495492379,54.636101174419515,-15.28138668725536,0.68928987,0.7599353,
126746,iic,,2025-05-31 00:15:29.751251,47546,0,9,9,4.800000190734863,,,,,0x3feb44d8fd77575f,349.10260009765625,55.00453008924212,-5.347952229636056,0.6932865,0.79547787,
126745,iic,S25A_may_26,2025-05-31 00:06:42.623757,47543,12,0,96,450.000244140625,652.8102,678.3499,264.60516,,0x190e991dc164aa07,239.9957733154297,56.58897850550518,144.5834409091139,0.6936909,0.9081794,
126744,iic,S25A_may_26,2025-05-30 23:57:57.268569,47543,12,0,96,449.9992446899414,596.54926,643.12555,223.99612,,0x190e991dc164aa07,237.57729904886355,58.351520913870225,142.59854971930153,0.7096975,0.90318376,
126743,iic,S25A_may_26,2025-05-30 23:49:12.008609,47543,12,0,97,449.9990005493164,690.50555,752.914,251.40086,,0x190e991dc164aa07,234.89059604742587,60.0772450764974,140.34504879682493,0.69567513,0.9083615,
126742,iic,S25A_may_26,2025-05-30 23:40:27.243834,47543,12,0,96,449.9989929199219,689.6159,770.1072,265.52908,,0x190e991dc164aa07,231.92502265890644,61.73946922183654,137.80781578894107,0.70342666,0.8868525,
126741,iic,,2025-05-30 23:36:28.827611,47540,0,9,5,4.800000190734863,,,,,0x190e991dc164aa07,230.16610946655274,62.618480110168456,135.99606323242188,0.6920445,0.90501773,
126740,iic,S25A_may_23,2025-05-30 23:27:37.947894,47537,12,0,99,450.0009994506836,627.67426,676.21204,230.11664,,0x2d9f0a4dd8a7c123,232.4651991494337,61.44594535635943,138.27338198561165,0.7430181,0.94051445,
126739,iic,S25A_may_23,2025-05-30 23:18:52.570326,47537,12,0,97,449.99949645996094,932.1223,972.8539,303.295,,0x2d9f0a4dd8a7c123,229.2244591346154,63.055624526586286,135.46026157476962,0.6542422,0.9574656,
126738,iic,,2025-05-30 23:14:47.187401,47534,0,9,8,4.800000190734863,,,,,0x2d9f0a4dd8a7c123,226.95472952035757,64.05124517587515,133.22008103590744,0.60580593,0.96805054,
126737,iic,S25A_may_24,2025-05-30 23:05:59.206882,47531,12,0,98,449.9989929199219,996.9719,951.2304,368.1239,,0x2db31a88c85b3848,221.58472492973212,66.02326295339516,128.66886897982678,0.59296674,1.0630481,
126736,iic,S25A_may_24,2025-05-30 22:57:13.775852,47531,12,0,98,449.99949645996094,971.5066,968.95526,371.39972,,0x2db31a88c85b3848,217.15507786165034,67.32781939821194,124.65559456917235,0.62053967,1.045446,
126735,iic,S25A_may_24,2025-05-30 22:48:28.777667,47531,12,0,99,449.9992446899414,1042.9558,1057.3169,410.24493,,0x2db31a88c85b3848,212.22125826888347,68.50403571967503,120.13776830932004,0.60808736,1.0587153,
126734,iic,S25A_may_24,2025-05-30 22:39:44.319928,47531,12,0,99,449.99949645996094,1373.218,1343.516,454.23718,,0x2db31a88c85b3848,206.75853633401383,69.52662466998076,115.09209503480537,0.56630504,1.0782298,
