# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes
126419,iic,SSP_GA_crosscalib_ra288_decm22_P00V00,2025-05-27 05:15:04.735585,47180,8,0,165,74.9995002746582,,,,,0x16606da40aeb9635,91.71706151474791,88.92011024006145,0.3668982698161847,,,
126418,iic,SSP_GA_crosscalib_ra288_decm22_P00V00,2025-05-27 05:12:57.949501,47180,8,0,16,74.9992504119873,,,,,0x16606da40aeb9635,216.71314077666312,38.64564895629883,37.395694848262906,0.8778963,0.61798996,
126417,iic,SSP_GA_crosscalib_ra288_decm22_P00V00,2025-05-27 05:10:48.533034,47180,8,0,21,74.9995002746582,,,,,0x16606da40aeb9635,216.24822359306867,38.92013753846634,36.91939775333848,0.95846164,0.6633059,
126416,iic,SSP_GA_crosscalib_ra288_decm22_P00V00,2025-05-27 05:08:41.809963,47180,8,0,18,74.9997501373291,0.20789,,,0.112923115,0x16606da40aeb9635,215.73896047231312,39.21440557531408,36.39777446437527,0.9421925,0.67235154,
126415,iic,,2025-05-27 05:01:19.290005,47177,0,9,14,4.800000190734863,,,,,0x16606da40aeb9635,212.97831886693052,40.216318933587324,35.97178910907946,0.95108557,0.6807196,
126414,iic,S25A_may_39,2025-05-27 04:52:12.116137,47174,12,0,100,450.0,86.9415,19.72803,94.71896,,0x9e49f70b8ffdb77,130.114936562913,64.5850167155859,43.95987027675951,0.618189,0.94317454,
126413,iic,S25A_may_39,2025-05-27 04:43:25.819205,47174,12,0,95,449.99974822998047,309.54037,143.29034,195.93828,,0x9e49f70b8ffdb77,126.68771717810506,62.928888490686866,40.987137739570976,0.6483097,0.9793628,
126412,iic,,2025-05-27 04:39:06.042358,47171,0,9,10,4.800000190734863,,,,,0x9e49f70b8ffdb77,124.82922490437825,61.86488176981608,39.241294606526694,0.67178315,0.9574781,
126411,iic,S25A_may_36,2025-05-27 04:28:45.235405,47168,12,0,113,450.00050354003906,491.1937,303.18384,172.89348,,0x6ad00dcf50aa851a,124.47026804785371,60.05691004009499,39.14160272203353,0.63190156,0.81796545,
126410,iic,S25A_may_36,2025-05-27 04:20:00.084501,47168,12,0,97,450.00025177001953,555.6519,410.01642,189.72469,,0x6ad00dcf50aa851a,121.60594623272236,58.173218986315604,36.74800278101212,0.5835719,0.7993375,
126409,iic,S25A_may_36,2025-05-27 04:11:14.790019,47168,12,0,96,450.0007553100586,451.04642,345.71182,148.03285,,0x6ad00dcf50aa851a,119.23353177401685,56.39341089515489,34.812077458040704,0.6146648,0.7458646,
126408,iic,S25A_may_36,2025-05-27 04:02:30.117356,47168,12,0,97,450.00025177001953,382.06042,296.33057,114.36488,,0x6ad00dcf50aa851a,117.07467737442408,54.57567856617463,33.093695029234276,0.64648306,0.69739324,
126407,iic,,2025-05-27 03:58:37.571275,47165,0,9,6,4.800000190734863,,,,,0x6ad00dcf50aa851a,115.67410694469105,53.467818693681195,31.865940007296476,0.64976466,0.65392166,
126406,iic,S25A_may_37,2025-05-27 03:49:50.160184,47162,12,0,98,450.0,547.9482,472.91364,184.66946,,0x7d2b28f032f1bf5f,111.32101239044654,52.91229780555376,28.597637863933738,0.57519215,0.80222934,
126405,iic,S25A_may_37,2025-05-27 03:41:04.952092,47162,12,0,97,449.99974822998047,629.9243,547.341,206.43703,,0x7d2b28f032f1bf5f,109.65390671950121,50.97976569151267,27.424294995038938,0.53374094,0.8240798,
126404,iic,S25A_may_37,2025-05-27 03:32:19.562122,47162,12,0,98,449.99974822998047,591.8383,494.3182,210.24663,,0x7d2b28f032f1bf5f,108.11025125726225,49.022896219631136,26.382335333654723,0.54289645,0.77632743,
126403,iic,S25A_may_37,2025-05-27 03:23:32.702250,47162,12,0,97,449.99974822998047,400.88287,367.09088,131.43825,,0x7d2b28f032f1bf5f,106.6764896881886,47.0492192977514,25.45631967202211,0.6006925,0.7110982,
