# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,seeing_median,transparency_median,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,notes,visit_set_notes
138779,iic,SSP_CO_Autumn_2h_66_v2,2026-01-20 20:31:07.163580,59352,12,1,41,483.00050354003906,386.72495,516.26886,190.2161,,0.6418424,0.97136,0x6a4b41471b55f5a2,243.44721603393555,55.16081641969227,147.37352389381044,,
138778,iic,SSP_CO_Autumn_2h_66_v2,2026-01-20 20:21:33.175265,59352,12,1,58,482.999755859375,499.30655,699.36487,290.13144,,0.5737394,0.91172886,0x6a4b41471b55f5a2,241.23714951337394,57.02058656336897,145.6253231501175,,
138777,iic,,2026-01-20 20:17:33.999118,59349,0,8,9,4.800000190734863,,,,,0.6027329,0.87249875,0x6a4b41471b55f5a2,239.57764689127603,58.294873272931135,144.1947134512442,,
138776,iic,,2026-01-20 20:16:44.581575,,0,0,0,,,,,,,,0x6a4b41471b55f5a2,242.46107482910156,56.03546142578125,146.59579467773438,,
138775,iic,SSP_CO_Autumn_1h_36_v2,2026-01-20 20:10:32.157596,59345,12,1,37,319.99974822998047,238.35526,364.93607,112.2848,,0.70673114,0.9536,0x1eb64267fb83b301,241.65633733649003,56.69839151282059,145.9618373670076,,
138774,iic,SSP_CO_Autumn_1h_36_v2,2026-01-20 20:03:42.901206,59345,12,1,41,320.00150299072266,258.5318,382.59686,57.657276,,0.6619979,0.9375664,0x1eb64267fb83b301,239.9337766738165,58.03637322925386,144.5744285583496,,
138773,iic,,2026-01-20 20:00:35.046762,59342,0,8,4,4.800000190734863,,,,,0.69109285,0.9090023,0x1eb64267fb83b301,238.65215795180376,58.96346193201401,143.37760835535386,,
138772,iic,,2026-01-20 19:59:50.607788,,0,0,0,,,,,,,,0x1eb64267fb83b301,239.2626495361328,58.535396575927734,144.02200317382812,,
138771,iic,SSP_CO_Autumn_1h_35_v2,2026-01-20 19:52:14.454664,59338,12,1,45,400.000244140625,503.79282,582.8887,184.80276,,0.6192278,0.9421257,0x139aaadeefd93ef1,238.1319402611774,59.3182023919147,143.09802428535792,,
138770,iic,SSP_CO_Autumn_1h_35_v2,2026-01-20 19:44:02.938105,59338,12,1,49,400.0,377.0951,476.71942,77.11881,,0.69497967,0.9033719,0x139aaadeefd93ef1,235.7097718811035,60.86621383666992,141.07496871948243,,
138769,iic,,2026-01-20 19:40:49.209839,59335,0,8,5,4.800000190734863,,,,,0.6556357,0.89826876,0x139aaadeefd93ef1,233.96393304122122,61.88127758628443,139.44030119243422,,
138768,iic,,2026-01-20 19:40:01.686291,,0,0,0,,,,,,,,0x139aaadeefd93ef1,235.5207977294922,62.63151168823242,140.9698486328125,,
138767,iic,SSP_CO_Autumn_1h_47_v2,2026-01-20 19:35:06.468133,59331,12,1,29,239.9992446899414,285.68073,404.41107,45.725212,,0.5555461,0.9794009,0x57360040b9a1c33b,234.63698959350586,63.118314552307126,140.22809829711915,,
138766,iic,SSP_CO_Autumn_1h_47_v2,2026-01-20 19:29:36.901099,59331,12,1,33,240.00000381469727,247.09322,344.2316,84.216995,,0.5719919,0.93870395,0x57360040b9a1c33b,232.74164244707893,64.09989811392391,138.60434498506433,,
138765,iic,,2026-01-20 19:26:21.209411,59328,0,8,5,4.800000190734863,,,,,0.58569616,0.9122576,0x57360040b9a1c33b,231.21628209164268,64.83066478528474,137.1087333277652,,
138764,iic,,2026-01-20 19:25:35.637398,,0,0,0,,,,,,,,0x57360040b9a1c33b,228.33071899414062,64.61795043945312,134.69952392578125,,
138763,iic,SSP_CO_Autumn_1h_38_v1,2026-01-20 19:17:09.591137,59324,12,1,50,450.0,578.24066,690.3343,110.32173,,0.58571345,0.8925713,0x15b50edab4153318,226.48251402611825,65.35873241050571,133.0765920900831,,
138762,iic,SSP_CO_Autumn_1h_38_v1,2026-01-20 19:08:05.266875,59324,12,1,55,449.9989929199219,480.7448,495.65494,209.38443,,0.6490821,0.90040696,0x15b50edab4153318,222.4111855370658,66.80319847379413,129.44073963165283,,
138761,iic,,2026-01-20 19:04:15.729876,59321,0,8,8,4.800000190734863,,,,,0.6710948,0.90013623,0x15b50edab4153318,219.42268493652344,67.71830749511719,126.5983383178711,,
