# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,seeing_median,transparency_median,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,notes,visit_set_notes
138103,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0002,2026-01-17 01:35:00.624363,58669,12,1,98,899.9987487792969,420.58984,419.48685,159.47057,,0.880585,0.8134252,0xca91e9f78362b2f,142.03771803114148,67.16309553204161,54.65914342860983,,
138102,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0002,2026-01-17 01:18:29.255939,58669,12,1,99,900.0005035400391,519.77563,545.5722,263.8832,,0.8362934,0.8313701,0xca91e9f78362b2f,134.1932038116455,64.5757345199585,47.59515403747559,,
138101,iic,,2026-01-17 01:14:27.046226,58666,0,8,8,0.004800000227987766,,,,,0.8837899,0.8041326,0xca91e9f78362b2f,130.22617797851564,62.977133178710936,44.021681213378905,,
138100,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0001,2026-01-17 00:58:04.869516,58663,12,1,98,899.9994812011719,617.14307,600.2844,230.2926,,0.7391931,0.86317635,0x7ec53747f3ab611f,125.92929458618164,62.45951180506234,40.33430885546135,,
138099,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0001,2026-01-17 00:41:32.347877,58663,12,1,99,900.0012512207031,586.214,625.1475,271.1008,,0.7663064,0.85898423,0x7ec53747f3ab611f,120.711516456604,59.2232013130188,35.959044456481934,,
138098,iic,,2026-01-17 00:37:49.821122,58660,0,8,6,0.004800000227987766,,,,,0.8230238,0.8456867,0x7ec53747f3ab611f,118.17050425211589,57.2479498726981,33.83043398175921,,
138097,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0000,2026-01-17 00:21:30.686187,58657,12,1,98,899.9989929199219,330.73776,410.72388,273.011,,0.9376686,0.92203915,0x76aed8d5d96c34c2,117.17346407187105,54.400395306673914,33.172749500082,,
138096,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0000,2026-01-17 00:04:58.738502,58657,12,1,99,900.0015106201172,174.74554,243.85791,71.90909,,1.2135804,0.8658432,0x76aed8d5d96c34c2,113.59758472442627,50.903263626098635,30.431904211044312,,
138095,iic,,2026-01-17 00:01:07.600391,58654,0,8,7,0.004800000227987766,,,,,1.3272824,0.84776056,0x76aed8d5d96c34c2,111.73795583973761,48.83257658585258,29.020308701888375,,
138094,iic,,2026-01-16 23:56:49.052962,58649,0,8,6,0.004800000227987766,,,,,1.2651546,0.84488773,0x76aed8d5d96c34c2,111.77220444452195,48.576256161644345,29.100801740373885,,
138093,iic,SSP_CO_Spring_8h_14_v1,2026-01-16 23:41:40.670510,58646,12,1,90,827.0002593994141,234.77808,290.64966,191.92128,,1.0388343,0.8243467,0x532b812195c8b64d,123.8563086121947,58.55299425649119,38.63621181446118,,
138092,iic,SSP_CO_Spring_8h_14_v1,2026-01-16 23:26:22.460917,58646,12,1,92,827.0000152587891,302.19336,403.02084,244.62311,,0.9320773,0.8217925,0x532b812195c8b64d,119.65879596176968,55.51089028389223,35.17121224762291,,
138091,iic,,2026-01-16 23:22:15.077869,58643,0,8,7,0.004800000227987766,,,,,1.0410388,0.8345564,0x532b812195c8b64d,117.75667737877887,53.75552683291228,33.60590146935505,,
138090,iic,SSP_CO_Spring_8h_0_v2,2026-01-16 23:05:49.782187,58640,12,1,98,899.9992370605469,237.36763,309.19632,207.68092,,1.0822674,0.8569142,0x2e450b39898cf4c,121.71354983551333,53.63899358113607,36.84416137078796,,
138089,iic,SSP_CO_Spring_8h_0_v2,2026-01-16 22:49:17.021442,58640,12,1,99,900.000244140625,217.76408,296.71927,81.390945,,1.1518042,0.8462521,0x2e450b39898cf4c,117.855150680542,50.27954126358032,33.71983942031861,,
138088,iic,,2026-01-16 22:44:55.938422,58637,0,8,10,0.004800000227987766,,,,,1.1756957,0.8415447,0x2e450b39898cf4c,115.77754342967066,48.2071533203125,32.063283854517444,,
138087,iic,SSP_CO_Spring_8h_1_v2,2026-01-16 22:28:32.114424,58634,12,1,98,899.9982452392578,158.51205,205.84866,101.44967,,1.2526699,0.79404545,0x2506041705f125fd,112.81381237145627,44.7822976931177,29.863141445198444,,
138086,iic,SSP_CO_Spring_8h_1_v2,2026-01-16 22:12:00.503087,58634,12,1,99,900.0002593994141,151.05482,196.49835,107.10448,,1.2996132,0.7817782,0x2506041705f125fd,110.0951248550415,41.179006252288815,27.92458152770996,,
138085,iic,,2026-01-16 22:08:25.152590,58631,0,8,5,0.004800000227987766,,,,,1.2267559,0.7899577,0x2506041705f125fd,108.59094720137746,39.101286235608555,26.871855585198652,,
138084,iic,SSP_CO_Spring_8h_6_v1,2026-01-16 21:55:42.172690,58628,12,1,76,674.999755859375,121.02645,166.88791,92.231766,,1.2207925,0.8374769,0x47878f66d8f6b8e1,106.22767763013964,37.53805685662604,25.416241546729943,,
138083,iic,SSP_CO_Spring_8h_6_v1,2026-01-16 21:42:55.682016,58628,12,1,76,674.9997406005859,107.14588,149.04901,35.897907,,1.2950292,0.82253724,0x47878f66d8f6b8e1,104.57117021238649,34.65841080306412,24.43335108323531,,
138082,iic,,2026-01-16 21:34:08.634674,58625,0,8,9,0.004800000227987766,,,,,1.4134762,0.78656113,0x47878f66d8f6b8e1,109.23350553159361,33.21272277832031,28.764592206036603,,
138081,iic,SSP_CO_Autumn_1h_38_v1,2026-01-16 21:17:46.697828,58622,12,1,70,899.9992523193359,115.46695,168.5901,91.944916,,1.4460542,0.79895186,0x15b50edab4153318,253.87168443706673,42.731759380286846,154.73812866210938,,
138080,iic,SSP_CO_Autumn_1h_38_v1,2026-01-16 21:01:15.174200,58622,12,1,71,899.9980010986328,254.94167,345.58362,247.13982,,1.1066312,0.8716745,0x15b50edab4153318,251.32565360599094,46.43315103318956,153.10860464307996,,
138079,iic,,2026-01-16 20:57:44.600265,58619,0,8,5,0.004800000227987766,,,,,1.0538789,0.84390175,0x15b50edab4153318,249.70835796155427,48.559091668379935,151.95358517295435,,
138078,iic,,2026-01-16 20:54:02.803225,58614,0,8,5,0.004800000227987766,,,,,1.0943061,0.76069194,0x15b50edab4153318,249.13857148822984,49.37356788233707,151.55541911878083,,
138077,iic,SSP_CO_Autumn_1h_47_v2,2026-01-16 20:37:33.930436,58611,12,1,99,899.9992523193359,231.1507,328.52286,147.1492,,1.1755146,0.7696546,0x57360040b9a1c33b,248.45038932800293,52.19215410232544,151.20987136840822,,
138076,iic,SSP_CO_Autumn_1h_47_v2,2026-01-16 20:21:03.953818,58611,12,1,99,899.9987487792969,196.98894,282.74957,193.815,,1.2011274,0.7497892,0x57360040b9a1c33b,244.9231103515625,55.76519739151001,148.58946670532225,,
138075,iic,,2026-01-16 20:17:41.731413,58608,0,8,4,0.004800000227987766,,,,,1.0218534,0.7884664,0x57360040b9a1c33b,242.6504758947036,57.764814264634076,146.7385621912339,,
138074,iic,,2026-01-16 20:12:06.604448,,0,0,44,2.977272727272727,,,,,1.2362784,0.7596882,0x57360040b9a1c33b,241.28102557578782,58.68373862277256,145.71575370531403,,
138073,iic,SSP_CO_Autumn_2h_36_v1,2026-01-16 19:55:53.674399,58601,12,1,41,899.999755859375,113.008156,160.93767,152.52637,,1.247222,0.8462769,0x138a81fd51f2db11,211.30965023949034,64.86407379877,119.3075312659854,autoguiding stopped for the last 200sec of the exposure by vmpas@stn,
138072,iic,SSP_CO_Autumn_2h_36_v1,2026-01-16 19:39:21.786355,58601,12,1,83,899.99951171875,237.77654,336.40356,140.30186,,1.149989,0.8468381,0x138a81fd51f2db11,203.82909275236585,66.3383063815889,112.37456439790272,,
138071,iic,,2026-01-16 19:35:36.414463,58598,0,8,7,0.004800000227987766,,,,,1.1025964,0.8292945,0x138a81fd51f2db11,198.59734576681385,67.11856941554858,107.4512073682702,,
138070,iic,,2026-01-16 19:31:52.138918,58593,0,8,5,0.004800000227987766,,,,,1.4528656,0.81221527,0x138a81fd51f2db11,196.36090730365953,67.37388972232216,105.34328902395148,,
138069,iic,SSP_CO_Autumn_2h_35_v1,2026-01-16 19:18:58.056619,58590,12,1,77,674.9990081787109,84.051155,93.17711,58.776325,,1.4264144,0.7861287,0x6d6304f3ef8c8e13,193.5873934427897,67.6230825766539,102.8059121645414,,
138068,iic,SSP_CO_Autumn_2h_35_v1,2026-01-16 19:06:12.171818,58590,12,1,77,675.0009765625,134.44104,128.03732,59.140232,,1.1610131,0.8322233,0x6d6304f3ef8c8e13,185.15250005477515,68.11659749348958,94.88340656573956,,
