# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,seeing_median,transparency_median,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,notes,visit_set_notes
137885,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0001,2026-01-15 01:09:55.642961,58448,12,1,161,900.0007476806641,192.44244,269.29117,164.39207,,1.2493224,0.8057438,0x7ec53747f3ab611f,127.35639744040407,63.212430412386674,41.558481863987296,,
137884,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0001,2026-01-15 00:53:22.926279,58448,12,1,163,899.9979858398438,209.70256,272.7181,191.61151,,1.2016293,0.7934625,0x7ec53747f3ab611f,121.87774174387862,60.02369494554473,36.91963248136567,,
137883,iic,,2026-01-15 00:49:40.194690,58445,0,8,8,0.004800000227987766,,,,,1.2099808,0.79276276,0x7ec53747f3ab611f,119.25208221435547,58.11165557861328,34.705691528320315,,
137882,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0000,2026-01-15 00:33:17.633407,58442,12,1,161,900.0019989013672,296.25043,407.61972,327.00333,,1.0594918,0.87017673,0x76aed8d5d96c34c2,118.14368386916172,55.24522239779249,33.93903460326018,,
137881,iic,SSP_GE_COSMOS_S25B_run0005_WIDE_obs0000,2026-01-15 00:16:45.468781,58442,12,1,164,900.000244140625,398.68457,566.9438,397.0555,,0.94127136,0.88604826,0x76aed8d5d96c34c2,114.41207562070905,51.76078582532478,31.041939752752132,,
137880,iic,,2026-01-15 00:12:17.641688,58439,0,8,10,0.004800000227987766,,,,,0.9010179,0.9251457,0x76aed8d5d96c34c2,113.1946195405105,50.25872947429789,30.14736372849037,,
137879,iic,SSP_CO_Spring_8h_16_v1,2026-01-14 23:57:08.121026,58436,12,1,149,827.0,477.44772,613.3311,306.32275,,0.9434563,0.8563012,0xd7e5cde0c567bfe,128.77923520406088,62.94368807474772,42.816386489868165,,
137878,iic,SSP_CO_Spring_8h_16_v1,2026-01-14 23:41:48.119875,58436,12,1,150,827.0002288818359,312.7127,414.34225,237.83804,,1.0676826,0.8352925,0xd7e5cde0c567bfe,123.5755441173023,60.045065380879585,38.368036611190696,,
137877,iic,,2026-01-14 23:38:06.889330,58433,0,8,8,0.004800000227987766,,,,,1.2456671,0.8069853,0xd7e5cde0c567bfe,121.0865380859375,58.333305511474606,36.25181671142578,,
137876,iic,SSP_CO_Spring_8h_9_v2,2026-01-14 23:21:44.587122,58430,12,1,161,900.000244140625,349.02316,432.9778,188.9327,,1.0281549,0.81956613,0x560e45dca83be7c2,120.92417676949206,56.5075299769272,36.20142874305631,,
137875,iic,SSP_CO_Spring_8h_9_v2,2026-01-14 23:05:13.271961,58430,12,1,162,900.0002593994141,460.2824,542.6682,362.81085,,0.96481484,0.85166806,0x560e45dca83be7c2,116.85953664487126,53.10962542434412,32.941678813630084,,
137874,iic,,2026-01-14 23:01:25.198779,58427,0,8,9,0.004800000227987766,,,,,1.0571388,0.80725193,0x560e45dca83be7c2,114.7431086787471,51.13744001035337,31.27165059690122,,
137873,iic,SSP_CO_Spring_8h_14_v2,2026-01-14 22:45:02.523128,58424,12,1,161,899.999755859375,254.0798,362.72864,267.6934,,1.154053,0.80771226,0x38a6b60b760fcd88,110.83030524077239,48.72529844590175,28.396992253668515,,
137872,iic,SSP_CO_Spring_8h_14_v2,2026-01-14 22:28:30.733096,58424,12,1,163,899.9992523193359,341.73703,434.2747,183.31793,,1.062015,0.8135769,0x38a6b60b760fcd88,108.05072249435797,45.069762229919434,26.505345234056797,,
137871,iic,,2026-01-14 22:24:52.840430,58421,0,8,8,0.004800000227987766,,,,,0.91370016,0.8120853,0x38a6b60b760fcd88,106.57331756591798,43.0117106628418,25.527419815063478,,
137870,iic,SSP_CO_Spring_8h_18_v2,2026-01-14 22:12:09.396405,58418,12,1,124,674.9987487792969,183.47644,235.37692,140.37003,,1.0855092,0.80111617,0x4a8e81a01f44f17d,104.4003598022461,41.90509742736816,24.161138442993163,,
137869,iic,SSP_CO_Spring_8h_18_v2,2026-01-14 21:59:23.160132,58418,12,1,126,674.9982452392578,188.23114,238.32541,143.53569,,1.1143413,0.78504115,0x4a8e81a01f44f17d,102.71672328438346,38.98621746874231,23.2351768148227,,
137868,iic,,2026-01-14 21:51:11.945235,58415,0,8,9,0.004800000227987766,,,,,1.3020868,0.7316695,0x4a8e81a01f44f17d,107.20795101589627,37.70287987037941,27.48826175265842,,
137867,iic,SSP_CO_Autumn_2h_59_v1,2026-01-14 21:35:13.562344,58412,12,1,157,876.9989929199219,363.80582,444.34363,70.94413,,1.0239165,0.89433855,0x5e824b3bd7fd083b,246.4043508602094,50.23042782650718,149.57134126107903,,
137866,iic,SSP_CO_Autumn_2h_59_v1,2026-01-14 21:19:05.280277,58412,12,1,159,876.9999847412109,528.25006,664.40765,183.60258,,0.886633,0.8813863,0x5e824b3bd7fd083b,242.97306394577026,53.645883452892306,146.94938459396363,,
137865,iic,,2026-01-14 21:15:38.962418,58409,0,8,6,0.004800000227987766,,,,,0.9108222,0.75345016,0x5e824b3bd7fd083b,240.85562424432663,55.4983289809454,145.21471441359748,,
137864,iic,SSP_CO_Autumn_2h_58_v1,2026-01-14 21:03:19.693283,58406,12,1,121,658.999755859375,290.83,408.17746,222.86166,,0.9647838,0.7656434,0x14f300655ffe3c23,239.80906445862817,56.31865707772677,144.42550090101898,,
137863,iic,SSP_CO_Autumn_2h_58_v1,2026-01-14 20:50:49.842463,58406,12,1,124,658.99951171875,568.0127,767.534,354.38324,,0.8293522,0.7986179,0x14f300655ffe3c23,236.3222237548828,58.796564773559574,141.54577758789063,,
137862,iic,,2026-01-14 20:47:02.225545,58403,0,8,9,0.004800000227987766,,,,,0.7999222,0.8023239,0x14f300655ffe3c23,234.13239994755497,60.22801024825485,139.64524897822628,,
137861,iic,SSP_CO_Autumn_2h_65_v1,2026-01-14 20:30:38.958792,58400,12,1,161,899.9989929199219,649.20264,827.27045,581.71674,,0.86897904,0.8460326,0x123a5433051d4247,232.71004500212493,62.50240331814613,138.5103283634892,,
137860,iic,SSP_CO_Autumn_2h_65_v1,2026-01-14 20:14:08.206275,58400,12,1,164,900.0,699.0678,833.0739,545.1137,,0.87764317,0.8586326,0x123a5433051d4247,226.11946059718275,65.45255129265063,132.74496316620798,,
137859,iic,,2026-01-14 20:10:18.395411,58397,0,8,10,0.004800000227987766,,,,,0.802819,0.7124632,0x123a5433051d4247,221.7921079438308,67.04092301993535,128.82621607287177,,
137858,iic,SSP_CO_Autumn_2h_73_v1,2026-01-14 19:58:04.154805,58394,12,1,61,653.0014953613281,160.78847,252.58492,139.4367,,1.195967,0.8346635,0x1c5cd97f571e1215,217.32625013782132,69.50634494904548,124.8661597467238,,
137857,iic,SSP_CO_Autumn_2h_73_v1,2026-01-14 19:45:40.005605,58394,12,1,75,652.9992523193359,199.96051,282.31906,81.01329,,1.0785986,0.77838206,0x1c5cd97f571e1215,208.90205393339457,71.2041291186684,117.11886506331594,,
137856,iic,,2026-01-14 19:41:53.326436,58391,0,8,9,0.004800000227987766,,,,,0.82105696,0.74763715,0x1c5cd97f571e1215,204.21792489510995,71.91353239836516,112.71695426658347,,
137855,iic,SSP_CO_Autumn_2h_74_v1,2026-01-14 19:33:02.231838,58388,12,1,44,449.9987487792969,196.96146,267.08835,54.95862,,0.9132693,0.8164462,0x7de0df1151003497,194.91566297743054,72.84252310858832,104.07612143622504,,
137854,iic,SSP_CO_Autumn_2h_74_v1,2026-01-14 19:24:01.602271,58387,12,1,44,449.9972457885742,194.40323,234.92021,36.923626,,0.8894638,0.773278,0x7de0df1151003497,187.43228318956164,73.24827677408854,97.04538921780056,,
137853,iic,SSP_CO_Autumn_2h_74_v1,2026-01-14 19:14:59.366009,58387,12,1,69,449.99798583984375,124.17549,129.15201,24.030762,,0.8750582,0.6749,0x7de0df1151003497,178.97542898995536,73.37716364179339,89.08213005065917,possible headlight contamination?? by tak@stn,
137852,iic,,2026-01-14 19:10:50.776407,58384,0,8,14,0.004800000227987766,,,,,1.0232775,0.69950837,0x7de0df1151003497,174.6039560678843,73.32024795944626,84.96248606088999,,
137851,iic,,2026-01-14 19:01:55.697791,,0,0,1,2.0,,,,,0.9538183,0.88282436,0x7de0df1151003497,147.59943389892578,69.75729115804036,50.29295118649801,,
137850,iic,,2026-01-14 18:51:47.422468,58378,0,0,21,6.0,,,,,1.2451749,0.70085937,0x6c9cf17296714c1f,108.46125899913699,61.767592674077946,-4.633301202640977,,
137849,agcc,,2026-01-14 18:48:23.642063,,0,0,1,6.0,,,,,,,0x6c9cf17296714c1f,107.11294555664062,60.366445541381836,-5.567512512207031,,
137848,iic,,2026-01-14 18:46:31.604230,,0,0,1,2.0,,,,,1.3801148,0.7201274,0x6c9cf17296714c1f,101.29306538899739,66.77552668253581,-2.511939446131388,,
137847,iic,,2026-01-14 18:00:59.130186,58374,0,1,0,0.004800000227987766,,,,,,,0x353dfe8d259ffbb8,90.04547119140625,89.92005157470703,-0.002701000077649951,,
137846,agcc,,2026-01-14 18:00:12.267292,,0,0,1,1.0,,,,,,,0x353dfe8d259ffbb8,90.04547119140625,89.92005157470703,-0.0027020000852644444,,
137845,iic,,2026-01-14 17:56:57.189678,58373,12,0,0,13.905250390370687,,,,,,,0x353dfe8d259ffbb8,90.04545593261719,89.92005157470703,-0.002707999898120761,,
137844,iic,,2026-01-14 17:56:55.099549,,0,0,0,,,,,,,,0x353dfe8d259ffbb8,90.04545593261719,89.92005157470703,-0.0027099999133497477,,
