visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,issued_at_UTC,date
126730,iic,S25A_may_20,2025-05-30 22:09:12.828278-10:00,47525.0,12,0,98,449.9992446899414,1287.4728,1411.3104,424.81305,,0x402537791c33b58e,198.9140189698505,70.57079690846089,107.7889934868982,0.48553714,0.962627,,2025-05-31 08:09:12.828278+00:00,20250531
126729,iic,S25A_may_20,2025-05-30 22:00:25.809672-10:00,47525.0,12,0,99,449.9992446899414,1216.0,1254.389,384.0632,,0x402537791c33b58e,192.43447998660287,71.13006262084347,101.7227243394708,0.4994212,0.9473423,,2025-05-31 08:00:25.809672+00:00,20250531
126727,iic,S25A_may_17,2025-05-30 21:47:11.985800-10:00,47519.0,12,0,98,449.99949645996094,873.60004,962.6007,393.96082,,0x45534c717920a779,193.2763011951737,71.06743830956783,102.51186932404028,0.51297295,0.939827,,2025-05-31 07:47:11.985800+00:00,20250531
126726,iic,S25A_may_17,2025-05-30 21:38:23.936370-10:00,47519.0,12,0,99,449.9992446899414,842.82794,954.45374,390.0342,,0x45534c717920a779,186.54202653894475,71.42318434212076,96.18945711222126,0.49790323,0.9318467,,2025-05-31 07:38:23.936370+00:00,20250531
126725,iic,S25A_may_17,2025-05-30 21:29:38.482762-10:00,47519.0,12,0,99,449.99974822998047,857.76324,986.2757,380.7791,,0x45534c717920a779,179.5809738695921,71.53430793033772,89.6418514539249,0.49596408,0.91780204,,2025-05-31 07:29:38.482762+00:00,20250531
126724,iic,S25A_may_17,2025-05-30 21:20:51.537334-10:00,47519.0,12,0,99,449.99974822998047,833.90497,933.96533,362.50964,,0x45534c717920a779,172.66350405899124,71.39407923712803,83.13455951633166,0.5166451,0.8763944,,2025-05-31 07:20:51.537334+00:00,20250531
126722,iic,S25A_may_14,2025-05-30 21:07:26.579886-10:00,47513.0,12,0,100,449.99974822998047,851.94965,1040.104,348.76648,,0x5e9175912eb20dd6,184.65587080770464,71.47168481172021,94.41708180441783,0.5382238,0.91473395,,2025-05-31 07:07:26.579886+00:00,20250531
126721,iic,S25A_may_14,2025-05-30 20:58:41.300963-10:00,47513.0,12,0,100,449.99974822998047,933.19403,1127.519,390.14725,,0x5e9175912eb20dd6,177.72923863349268,71.51465879981197,87.90055118389984,0.5559623,0.9356878,,2025-05-31 06:58:41.300963+00:00,20250531
126720,iic,S25A_may_14,2025-05-30 20:49:56.485504-10:00,47513.0,12,0,98,449.99974822998047,938.43427,1121.2045,384.95718,,0x5e9175912eb20dd6,170.87826775785666,71.3097980058373,81.45818654736082,0.56543195,0.92997545,,2025-05-31 06:49:56.485504+00:00,20250531
126719,iic,S25A_may_14,2025-05-30 20:41:08.458599-10:00,47513.0,12,0,100,449.99949645996094,990.4313,1167.6246,393.75757,,0x5e9175912eb20dd6,164.23238482878577,70.8630004806898,75.22140890092992,0.5613745,0.9108699,,2025-05-31 06:41:08.458599+00:00,20250531
126717,iic,S25A_may_11,2025-05-30 20:27:30.474584-10:00,47507.0,12,0,99,450.0005035400391,743.4498,886.77094,351.66965,,0x60d386f298c53f1d,175.68436274696236,71.47474716416555,85.97704280680748,0.54624933,0.959287,,2025-05-31 06:27:30.474584+00:00,20250531
126716,iic,S25A_may_11,2025-05-30 20:18:45.329864-10:00,47507.0,12,0,98,449.999252319336,779.85345,961.3874,362.97427,,0x60d386f298c53f1d,168.87490054677585,71.1969369413889,79.5769896918747,0.55775815,0.96008325,,2025-05-31 06:18:45.329864+00:00,20250531
126715,iic,S25A_may_11,2025-05-30 20:09:57.497965-10:00,47507.0,12,0,99,450.0,631.60657,797.63055,323.45013,,0x60d386f298c53f1d,162.32399071161473,70.68140365370554,73.4351634116628,0.6303856,0.94158673,,2025-05-31 06:09:57.497965+00:00,20250531
126714,iic,S25A_may_11,2025-05-30 20:01:08.585396-10:00,47507.0,12,0,98,450.00074768066406,749.40894,816.7876,380.60892,,0x60d386f298c53f1d,156.16790802466687,69.94733064912903,67.68755115954404,0.5782225,0.9251792,,2025-05-31 06:01:08.585396+00:00,20250531
