# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,visit_set_notes
134427,iic,SSP_GE_XMMLSS_S25B_run0004_DEEP_obs0002,2025-11-21 22:14:27.460672,54852,12,0,163,900.0017547607422,467.40594,454.57678,285.5477,,0x8e68db44fe09e8a,172.37054102719742,65.15721604000173,82.8233316637325,0.63851213,0.8233697,,
134426,iic,SSP_GE_XMMLSS_S25B_run0004_DEEP_obs0002,2025-11-21 21:58:11.868742,54852,12,0,165,900.0012512207031,1131.058,1082.3998,814.9183,,0x8e68db44fe09e8a,163.11469335642465,64.34756385595777,74.10907835254497,0.58558816,0.88353,,
134425,iic,,2025-11-21 21:54:44.640672,54849,0,8,8,4.800000190734863,,,,,0x8e68db44fe09e8a,158.1231561279297,63.65174514770508,69.44050659179688,0.5088024,0.9409761,,
134424,iic,SSP_GE_XMMLSS_S25B_run0004_DEEP_obs0002,2025-11-21 21:38:35.012710,54846,12,0,164,900.0017547607422,363.91125,338.9615,197.08566,,0x8e68db44fe09e8a,152.82039695670179,62.604023072494925,64.47581588605979,0.6153963,0.43125808,,
134423,iic,SSP_GE_XMMLSS_S25B_run0004_DEEP_obs0002,2025-11-21 21:22:18.870164,54846,12,0,166,899.9989929199219,1180.1445,1154.8206,757.6387,,0x8e68db44fe09e8a,145.3536971725143,60.63444891348257,57.560919879077076,0.5615057,0.967475,,
134422,iic,,2025-11-21 21:18:52.605793,54843,0,8,7,4.800000190734863,,,,,0x8e68db44fe09e8a,141.5111030910326,59.35502558169158,54.06525736269744,0.58427733,0.98675615,,
134421,iic,SSP_GE_XMMLSS_S25B_run0004_DEEP_obs0000,2025-11-21 21:02:43.309438,54840,12,0,89,899.9992370605469,674.1152,687.4111,477.58212,,0x43007dbed794d61,137.57611331193806,57.737434749496714,50.45903189888214,0.73668855,0.94461936,,
134420,iic,SSP_GE_XMMLSS_S25B_run0004_DEEP_obs0000,2025-11-21 20:46:24.667292,54840,12,0,146,900.000244140625,272.29193,251.36517,122.01339,,0x43007dbed794d61,131.8792232995147,54.885126042284654,45.35593864779423,0.66369027,0.49723166,,
134419,iic,,2025-11-21 20:42:25.135211,54837,0,8,8,4.800000190734863,,,,,0x43007dbed794d61,129.92265869140624,54.05710815429688,43.678373107910154,0.6546578,0.9107264,,
134418,iic,SSP_CO_Autumn_1h_43_v1,2025-11-21 20:31:47.209289,54834,12,0,108,569.0,563.4919,545.0277,262.48636,,0x11c14cb7c58e0c23,139.72739442043041,68.7745846515427,52.50571763350667,0.597189,0.7988593,,
134417,iic,SSP_CO_Autumn_1h_43_v1,2025-11-21 20:21:03.190303,54834,12,0,109,568.9994964599609,711.4565,670.232,345.28027,,0x11c14cb7c58e0c23,134.27148151833174,67.05474602686216,47.597091605129854,0.6229986,0.7703224,,
134416,iic,,2025-11-21 20:17:22.050741,54831,0,8,8,4.800000190734863,,,,,0x11c14cb7c58e0c23,131.5223223876953,65.96724090576171,45.220619659423825,0.64700365,0.7189336,,
134415,iic,SSP_CO_Autumn_1h_29_v1,2025-11-21 20:05:55.070900,54828,12,0,53,621.000244140625,614.231,633.8503,278.82608,,0x561f79359f00b785,132.5564261463201,64.98299447175498,46.11998780865535,0.77989054,0.8230227,,
134414,iic,SSP_CO_Autumn_1h_29_v1,2025-11-21 19:54:16.458695,54828,12,0,56,621.000244140625,453.90463,392.28427,173.38878,,0x561f79359f00b785,127.90642513849039,62.870725344767614,42.05131422734893,0.7779823,0.69727147,,
134413,iic,,2025-11-21 19:50:16.427299,54825,0,8,11,4.800000190734863,,,,,0x561f79359f00b785,125.53115697060862,61.616683467741936,40.05445086571478,0.6663167,0.69594866,,
134412,iic,SSP_CO_Autumn_1h_28_v1,2025-11-21 19:35:47.565208,54822,12,0,146,800.00048828125,574.23926,498.57913,183.42674,,0x76e6b62b159370ec,123.79845264421795,60.568001001768145,38.546271249295906,0.63013667,0.57409394,,
134411,iic,SSP_CO_Autumn_1h_28_v1,2025-11-21 19:21:09.065646,54822,12,0,149,800.000244140625,530.3536,511.73605,231.8625,,0x76e6b62b159370ec,119.54438307133806,57.646590408274164,35.0314358357203,0.660618,0.5783065,,
134410,iic,,2025-11-21 19:15:10.357538,54819,0,8,8,4.800000190734863,,,,,0x76e6b62b159370ec,120.62607391357422,56.60477722167969,36.32501266479492,0.64873224,0.66074246,,
134409,iic,SSP_CO_Autumn_22h_41_v1,2025-11-21 19:02:48.442568,54816,12,0,125,674.9992523193359,193.28673,199.76387,73.929214,,0x47e8b632979309e7,193.0237953824351,72.98440919549341,102.29868076522037,0.88787156,0.6178167,,
134408,iic,SSP_CO_Autumn_22h_41_v1,2025-11-21 18:50:17.609061,54816,12,0,127,675.0005035400391,148.78781,171.82355,55.298164,,0x47e8b632979309e7,182.36882258396523,73.37699770459942,92.27628601672603,0.94591975,0.60015607,,
134407,iic,,2025-11-21 18:47:02.760909,54813,0,8,6,4.800000190734863,,,,,0x47e8b632979309e7,176.01571146647134,73.373778570266,86.27682422456287,0.9813899,0.62001395,,
134406,iic,,2025-11-21 18:40:46.048871,,0,0,1,2.0,,,,,0x47e8b632979309e7,118.69091478983562,68.1033223470052,30.61773173014323,1.0064477,0.6093848,,
