# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,visit_set_notes
133927,iic,SSP_CO_Spring_8h_12_v2,2025-11-16 05:25:49.273611,54407,12,0,59,299.99949645996094,454.00885,592.56354,195.58052,,0x4bb62efa2f24657,176.7088701264197,71.07855269488167,86.93605836499638,0.54708207,1.0233078,,
133926,iic,SSP_CO_Spring_8h_12_v2,2025-11-16 05:19:33.487021,54407,12,0,63,300.0012512207031,512.91565,650.47455,200.7762,,0x4bb62efa2f24657,172.05371634415755,70.9377390944113,82.55912708672952,0.5172462,1.0181876,,
133925,iic,,2025-11-16 05:16:17.375325,54404,0,8,5,4.800000190734863,,,,,0x4bb62efa2f24657,168.85814064427427,70.83025360107422,79.51816478528474,0.5208797,1.0060618,,
133924,iic,SSP_CO_Spring_8h_18_v1,2025-11-16 05:10:05.672639,54401,12,0,62,299.9987487792969,568.44745,652.72015,194.15521,,0x6c1e96d180df1153,164.1687752685547,71.49214501953125,75.15439434814454,0.4607886,1.0157022,,
133923,iic,SSP_CO_Spring_8h_18_v1,2025-11-16 05:03:48.914776,54401,12,0,63,300.0009994506836,579.1339,651.4674,187.47975,,0x6c1e96d180df1153,159.56489599032665,71.0385229756513,70.8457902322604,0.4742951,0.9948929,,
133922,iic,,2025-11-16 05:00:26.370662,54398,0,8,6,4.800000190734863,,,,,0x6c1e96d180df1153,156.7099325997489,70.6389886765253,68.11998676118397,0.47265399,0.97170854,,
133921,iic,SSP_CO_Spring_8h_13_v1,2025-11-16 04:54:55.631784,54395,12,0,55,260.000244140625,397.36404,469.5884,137.30809,,0x78945aaf67753aa3,155.87120069899,69.45604238424215,67.40843111330325,0.47180352,0.98705465,,
133920,iic,SSP_CO_Spring_8h_13_v1,2025-11-16 04:49:17.564230,54395,12,0,58,260.000244140625,397.6921,468.61996,131.81223,,0x78945aaf67753aa3,152.28497992621527,68.87987896519849,64.07763854458801,0.46312827,0.98107994,,
133919,iic,,2025-11-16 04:45:52.874599,54392,0,8,6,4.800000190734863,,,,,0x78945aaf67753aa3,149.8251219249907,68.48015594482422,61.74047542753674,0.45188203,0.97076523,,
133918,iic,SSP_CO_Spring_8h_16_v2,2025-11-16 04:40:12.437580,54389,12,0,57,273.9989929199219,477.37277,500.52594,181.85963,,0x1bfba7ff5b294758,145.38614263119905,68.67277168605638,57.70264444765837,0.45418143,1.0350866,,
133917,iic,SSP_CO_Spring_8h_16_v2,2025-11-16 04:34:20.597193,54389,12,0,59,273.99874114990234,526.3723,556.30865,177.31177,,0x1bfba7ff5b294758,142.15992659881334,67.87279613078141,54.75336193437336,0.44157684,1.0384789,,
133916,iic,,2025-11-16 04:30:36.924990,54386,0,8,10,4.800000190734863,,,,,0x1bfba7ff5b294758,140.14310218547953,67.26926737818225,52.87360750395676,0.4328342,1.0403457,,
133915,iic,SSP_CO_Spring_8h_11_v2,2025-11-16 04:24:04.134657,54383,12,0,66,326.0,648.84155,693.9109,216.7043,,0x6ba9f95c15a95def,139.83796508330153,65.91914820850343,52.66185967007974,0.46322823,1.0340102,,
133914,iic,SSP_CO_Spring_8h_11_v2,2025-11-16 04:17:19.853242,54383,12,0,68,326.0,619.0955,658.3888,203.54443,,0x6ba9f95c15a95def,136.7324558452968,64.88097225662565,49.86417684067775,0.49661982,1.0228839,,
133913,iic,,2025-11-16 04:13:48.460525,54380,0,8,8,4.800000190734863,,,,,0x6ba9f95c15a95def,134.7279656982422,64.18946350097656,48.01928863525391,0.48315817,1.0202435,,
133912,iic,SSP_CO_Spring_8h_17_v1,2025-11-16 04:06:57.726181,54377,12,0,69,339.0,564.83405,649.06824,207.02321,,0x450fbc1c5cbbeed,130.7006922660114,63.872785142857396,44.48865646252529,0.5363837,1.0566102,,
133911,iic,SSP_CO_Spring_8h_17_v1,2025-11-16 04:00:02.878633,54377,12,0,70,338.99950408935547,511.90735,602.0135,181.84415,,0x450fbc1c5cbbeed,128.07304458077073,62.618454845239086,42.19952538672914,0.557867,1.0398374,,
133910,iic,,2025-11-16 03:56:37.240205,54374,0,8,6,4.800000190734863,,,,,0x450fbc1c5cbbeed,126.6163595290411,61.78257497151693,40.8909071059454,0.64377683,0.98821706,,
133909,iic,SSP_CO_Spring_8h_10_v2,2025-11-16 03:48:56.305246,54371,12,0,77,393.0012512207031,551.747,639.74744,240.95589,,0x554ff2e922ef2fdf,127.58636873306767,60.817892283778036,41.80714386970766,0.55746716,1.0020846,,
133908,iic,SSP_CO_Spring_8h_10_v2,2025-11-16 03:41:09.331536,54371,12,0,78,393.0009994506836,567.4321,613.55835,218.2883,,0x554ff2e922ef2fdf,125.06346903029521,59.35566784318085,39.65044412795146,0.57664376,0.98679703,,
133907,iic,,2025-11-16 03:37:46.505267,54368,0,8,6,4.800000190734863,,,,,0x554ff2e922ef2fdf,123.66008068266369,58.4672855195545,38.4131947471982,0.57996327,0.97676384,,
133906,iic,SSP_CO_Spring_8h_10_v1,2025-11-16 03:30:09.810427,54365,12,0,77,385.0010070800781,473.4586,468.069,185.0965,,0x56ddda78ea244da5,123.84052320911039,58.58618552915512,38.617508057625066,0.59086555,0.96583474,,
133905,iic,SSP_CO_Spring_8h_10_v1,2025-11-16 03:22:27.432944,54365,12,0,77,385.00050354003906,508.6787,483.1693,176.42432,,0x56ddda78ea244da5,121.64584193075856,57.07379586004442,36.789283334055256,0.58683836,0.96228814,,
133904,iic,,2025-11-16 03:19:00.513413,54362,0,8,7,4.800000190734863,,,,,0x56ddda78ea244da5,120.40353161355723,55.99614533134129,35.728007440981656,0.62849855,0.89872265,,
133903,iic,SSP_CO_Spring_8h_1_v1,2025-11-16 03:06:35.616880,54359,12,0,124,675.000244140625,1057.2136,1064.7596,504.54004,,0x294f86c23094a80b,119.87589757222248,52.137560940171824,35.336419852383166,0.5578275,0.9352127,,
133902,iic,SSP_CO_Spring_8h_1_v1,2025-11-16 02:54:04.557719,54359,12,0,126,674.9997406005859,822.6925,817.76794,426.23358,,0x294f86c23094a80b,117.10645553528556,49.567612538695805,33.124944815051414,0.6205092,0.9205511,,
133901,iic,,2025-11-16 02:46:13.239423,54356,0,8,7,4.800000190734863,,,,,0x294f86c23094a80b,121.93284540591033,47.38117599487305,37.45796178734821,0.6036988,0.9231543,,
133900,iic,SSP_CO_Autumn_2h_71_v1,2025-11-16 02:30:02.748559,54353,12,0,164,899.9992523193359,828.9866,784.9119,474.91064,,0x7c88f89b438322a1,259.87182784152975,34.560442823044795,158.0414109621367,0.7028026,0.86267823,,
133899,iic,SSP_CO_Autumn_2h_71_v1,2025-11-16 02:13:48.541419,54353,12,0,164,899.9987487792969,1010.0364,1109.0647,678.23096,,0x7c88f89b438322a1,257.9502714673074,38.30862965917152,157.12837214600353,0.6884248,0.8835595,,
133898,iic,,2025-11-16 02:10:22.747007,54350,0,8,6,4.800000190734863,,,,,0x7c88f89b438322a1,256.8672688802083,40.1546380179269,156.52890014648438,0.6623707,0.8857267,,
133897,iic,SSP_CO_Autumn_1h_40_v1,2025-11-16 01:56:37.718426,54347,12,0,140,758.0007476806641,664.7046,763.85266,425.33655,,0x7a4c13afd9c1e6f6,257.13370804430326,37.20762798540109,156.59450854101215,0.80086684,0.9127613,,
133896,iic,SSP_CO_Autumn_1h_40_v1,2025-11-16 01:42:42.229995,54347,12,0,142,757.9980163574219,771.4986,792.14374,466.5089,,0x7a4c13afd9c1e6f6,255.32860701711553,40.38145539133172,155.59724131801673,0.8009067,0.92065763,,
133895,iic,,2025-11-16 01:39:13.718775,54344,0,8,6,4.800000190734863,,,,,0x7a4c13afd9c1e6f6,254.29868643624442,42.07382292974563,154.95233154296875,0.7627458,0.9251046,,
133894,iic,SSP_CO_Autumn_1h_34_v2,2025-11-16 01:27:07.345297,54341,12,0,86,661.999755859375,381.80472,350.9947,182.20995,,0x1104237fdee5ddff,254.66495818209785,41.48747026300155,155.208971056635,0.8969106,0.9063066,,
133893,iic,SSP_CO_Autumn_1h_34_v2,2025-11-16 01:14:48.734526,54341,12,0,126,662.0,385.92282,396.3167,210.21538,,0x1104237fdee5ddff,252.92229380249506,44.18771077333232,154.14081160353106,0.8984777,0.842448,,
133892,iic,,2025-11-16 01:11:17.470002,54338,0,8,7,4.800000190734863,,,,,0x1104237fdee5ddff,251.9553501295007,45.684567658797555,153.481177288553,0.77804995,0.88171107,,
133891,iic,SSP_CO_Autumn_1h_47_v1,2025-11-16 00:59:33.167318,54335,12,0,119,634.9987487792969,561.22797,633.0755,261.12845,,0x2c7b8666e8358e2c,254.04805643887698,44.92058590366252,154.94601517042855,0.78058654,0.91577303,,
133890,iic,SSP_CO_Autumn_1h_47_v1,2025-11-16 00:47:42.794442,54335,12,0,120,635.000244140625,633.6676,692.9189,304.14673,,0x2c7b8666e8358e2c,252.205737608597,47.574589757009164,153.7824317014069,0.7765143,0.9181651,,
133889,iic,,2025-11-16 00:44:06.128393,54332,0,8,9,4.800000190734863,,,,,0x2c7b8666e8358e2c,251.05076147008825,49.03373732390227,152.97694396972656,0.78493935,0.8928599,,
133888,iic,SSP_CO_Autumn_1h_29_v2,2025-11-16 00:31:43.355296,54329,12,0,125,674.9994964599609,690.98584,694.5638,353.73273,,0x5c6125bc8d37ab40,249.78030498854193,48.47640889384357,152.05311541918263,0.7610438,0.8779941,,
133887,iic,SSP_CO_Autumn_1h_29_v2,2025-11-16 00:19:11.437502,54329,12,0,128,674.999755859375,957.02454,970.0838,452.95743,,0x5c6125bc8d37ab40,247.45652806619725,51.20335551458574,150.39721691562045,0.6873039,0.89710206,,
133886,iic,,2025-11-16 00:12:35.223637,54326,0,8,9,4.800000190734863,,,,,0x5c6125bc8d37ab40,248.72036969220196,52.45004498517072,138.99906525788484,0.6972329,0.8826823,,
