# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,visit_set_notes,,,,,,
130419,iic,SSP_GA_m31_E0_S0P00V00R04,2025-09-16 00:06:34.903517,51434,12,0,90,400.00025177001953,505.79367,,237.0526,741.9035,0x5910d79b9aa203ba,32.40745863730078,61.23000049064173,33.44875711894167,0.6028186,0.9341952,,
130418,iic,SSP_GA_m31_E0_S0P00V00R04,2025-09-15 23:58:37.790371,51434,12,0,95,399.9990005493164,497.183,,200.0282,706.2903,0x5910d79b9aa203ba,34.48632139435613,60.213535348782365,36.59401387319515,0.60682994,0.9267008,,
130417,iic,,2025-09-15 23:55:30.260126,51431,0,8,5,4.800000190734863,,,,,0x5910d79b9aa203ba,35.72733567890368,59.538122277510794,38.54813585783306,0.63659364,0.9235371,,
130416,iic,SSP_GA_m31_E0_S0P00V00R05,2025-09-15 23:39:21.674204,51428,12,0,191,899.9982604980469,1200.7386,,629.32996,1738.4382,0x5910d79b9aa203ba,38.01660143301942,58.085146234178666,42.214096089256024,0.64882267,0.9195789,,
130415,iic,SSP_GA_m31_E0_S0P00V00R05,2025-09-15 23:23:05.516598,51428,12,0,193,899.9985046386719,1314.7949,,838.40265,1868.9199,0x5910d79b9aa203ba,41.15057233076071,55.65224192616859,47.596396956332896,0.6191998,0.9230371,,
130414,iic,,2025-09-15 23:19:50.842714,51425,0,8,7,4.800000190734863,,,,,0x5910d79b9aa203ba,42.67180932086447,54.226837655772336,50.41802381432575,0.61388695,0.91684294,,
130413,iic,SSP_GA_m31_E0_S0P00V00R04,2025-09-15 23:03:42.243875,51422,12,0,191,899.9987487792969,1199.8265,,722.67584,1666.0468,0x5910d79b9aa203ba,44.16714665783915,52.535486704375664,53.36183204352078,0.6584351,0.91778785,,
130412,iic,SSP_GA_m31_E0_S0P00V00R04,2025-09-15 22:47:26.810290,51422,12,0,193,899.9987487792969,977.4179,,660.94135,1463.9994,0x5910d79b9aa203ba,46.13795469219986,49.83001807555364,57.653865134069164,0.7168946,0.9032559,,
130411,iic,,2025-09-15 22:41:30.008813,51419,0,8,9,4.800000190734863,,,,,0x5910d79b9aa203ba,50.08181042141385,48.736538357204864,55.92414093017578,0.87187934,0.853117,,
130410,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-15 22:25:22.678961,51416,12,0,191,899.9985046386719,1347.2701,1503.4905,1030.6039,,0x715c416dd58b3d46,125.78411253687607,58.826859088230385,-49.682654746829996,0.6013907,0.9713028,,
130409,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-15 22:09:05.233055,51416,12,0,194,900.0002593994141,960.43414,1169.659,759.4768,,0x715c416dd58b3d46,121.10892298289008,55.62380830426449,-53.59627005373604,0.70740473,0.92821956,,
130408,iic,,2025-09-15 22:05:39.353190,51413,0,8,9,4.800000190734863,,,,,0x715c416dd58b3d46,118.79940682870371,53.77488312897859,-55.44301562839084,0.71484965,0.9111611,,
130407,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-15 21:49:32.016913,51410,12,0,192,899.9992523193359,1038.2524,1109.3141,773.4643,,0x715c416dd58b3d46,116.41837643710049,51.57251202471844,-57.350209213851336,0.708522,0.9235345,,
130406,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-15 21:33:14.697010,51410,12,0,195,899.9987640380859,986.42114,1026.7644,677.74316,,0x715c416dd58b3d46,113.13852455548923,48.1025069448954,-59.837439749246975,0.72070634,0.9090484,,
130405,iic,,2025-09-15 21:29:53.952680,51407,0,8,8,4.800000190734863,,,,,0x715c416dd58b3d46,111.46675201416015,46.11494140625,-61.029270782470704,0.7440742,0.8877753,,
130404,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-15 21:25:31.324870,51404,12,0,0,153.05475234985352,,,,,0x715c416dd58b3d46,110.32129669189453,44.63320541381836,-61.86103057861328,,,,Aborted exposure due to no AG guiding by tak@stn
130403,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-15 21:21:49.160332,51402,12,0,31,97.75550079345703,30.015882,47.791485,5.4426007,,0x715c416dd58b3d46,109.9255834912497,44.099583338177396,-62.13443235367063,0.7389974,0.89587706,,Aborted exposure due to missing proposal ID by tak@stn
130402,iic,,2025-09-15 21:14:35.857526,51399,0,8,8,4.800000190734863,,,,,0x715c416dd58b3d46,118.90792877197265,43.348667755126954,-54.43340484619141,0.7107036,0.90684533,,

