# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,visit_set_notes
131655,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0002,2025-09-25 04:20:14.047707,52926,12,0,189,899.999755859375,1619.4388,1476.0138,1262.9587,,0x2d5e9518c82e7699,234.62419861161928,50.58714597395039,140.37200561362394,0.5517982,0.99956924,,
131654,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0002,2025-09-25 04:03:54.833792,52926,12,0,192,900.0009918212891,1909.4725,1897.9915,1430.4487,,0x2d5e9518c82e7699,230.26623642165939,53.60449044363839,136.59463227507356,0.52164555,1.023678,,
131653,iic,,2025-09-25 04:00:47.172160,52923,0,8,6,4.800000190734863,,,,,0x2d5e9518c82e7699,227.5441611153739,55.23237500871931,134.129643031529,0.59570897,0.9793302,,
131652,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0002,2025-09-25 03:44:43.222409,52920,12,0,187,899.9992370605469,1654.7405,1626.147,1270.0127,,0x2d5e9518c82e7699,224.13450756835937,56.95709858194987,131.147642578125,0.57768,0.9889691,,
131651,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0002,2025-09-25 03:28:27.231858,52920,12,0,192,899.9987487792969,1674.6075,1818.6855,1278.888,,0x2d5e9518c82e7699,218.14314341359324,59.45683111215567,125.71674624356356,0.5899403,1.0091604,,
131650,iic,,2025-09-25 03:25:13.906814,52917,0,8,7,4.800000190734863,,,,,0x2d5e9518c82e7699,214.39697597337806,60.74065913324771,122.22421629532523,0.57307017,1.0211316,,
131649,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0001,2025-09-25 03:09:09.006654,52914,12,0,189,899.9992370605469,1731.871,1732.8705,1426.489,,0x7075eeb93edcdfbc,209.6969500619692,62.01740795326736,117.938626171102,0.55520076,1.0207272,,
131648,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0001,2025-09-25 02:52:50.448532,52914,12,0,193,899.9992523193359,1869.0558,1987.1737,1496.7743,,0x7075eeb93edcdfbc,201.62899228275901,63.66681091545164,110.42118253880385,0.5219653,1.0311918,,
131647,iic,,2025-09-25 02:49:40.683877,52911,0,8,6,4.800000190734863,,,,,0x7075eeb93edcdfbc,196.6919214157831,64.3982416788737,105.74101983933221,0.49666825,1.0256162,,
131646,iic,GE_XMMLSS_S25B_run0003_DEEP_obs0001,2025-09-25 02:33:32.405012,52908,12,0,191,899.9989929199219,1370.067,1390.7184,1127.926,,0x7075eeb93edcdfbc,190.8159475301638,64.95194401753479,100.26636839784467,0.56423366,1.0151664,,
