# visit_id,description,sequence_name,issued_at,iic_sequence_id,n_sps_exposures,n_mcs_exposures,n_agc_exposures,avg_exptime,eet_b,eet_r,eet_n,eet_m,pfs_design_id,avg_azimuth,avg_altitude,avg_insrot,seeing_median,transparency_median,notes,visit_set_notes
131339,iic,,2025-09-22 00:39:52.359332,52494,0,8,9,4.800000190734863,,,,,0x3df080252c0eb963,127.82321280020254,51.89432638662833,41.81483106259947,0.70593107,0.85973257,,
131338,iic,GE_XMMLSS_S25B_run0003_WIDE_obs0001,2025-09-22 00:23:43.135715,52491,12,0,190,899.9982452392578,678.8938,849.6661,511.45074,,0x137bbbd9c9fbe1cc,124.10394217023074,50.56236235050392,38.701982863618944,0.73560756,0.9349423,,
131337,iic,GE_XMMLSS_S25B_run0003_WIDE_obs0001,2025-09-22 00:07:27.644627,52491,12,0,191,899.9982452392578,730.167,980.8758,536.5585,,0x137bbbd9c9fbe1cc,120.38942081062974,47.33739786172971,35.60110763470124,0.73130155,0.95216924,,
131336,iic,,2025-09-22 00:04:09.071552,52488,0,8,7,4.800000190734863,,,,,0x137bbbd9c9fbe1cc,118.55448017949644,45.493666275687836,34.11509704589844,0.70549536,0.95262754,,
131335,iic,GE_XMMLSS_S25B_run0003_WIDE_obs0000,2025-09-21 23:48:02.976188,52485,12,0,189,899.9982452392578,893.1997,1009.362,629.02576,,0x444d066ed6d63431,117.89856389833315,43.72222388073763,33.50776024166701,0.65943646,0.9633105,,
131334,iic,GE_XMMLSS_S25B_run0003_WIDE_obs0000,2025-09-21 23:31:48.519130,52485,12,0,192,900.00048828125,834.67615,969.8239,524.7718,,0x444d066ed6d63431,114.99050895393668,40.30711885922915,31.220285802073292,0.6828069,0.9572978,,
131333,iic,,2025-09-21 23:27:02.651493,52482,0,8,6,4.800000190734863,,,,,0x444d066ed6d63431,115.89739772251674,39.867103213355655,27.947319711957658,0.6455046,0.9526261,,
131332,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-21 23:15:52.132714,52479,12,0,131,600.0000152587891,762.5787,1047.6714,647.62866,,0x715c416dd58b3d46,160.1177867120663,69.35949715733982,-18.58391809644808,0.5911635,0.98660034,,
131331,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-21 23:04:34.015160,52479,12,0,134,599.999755859375,798.3389,1098.4949,699.03894,,0x715c416dd58b3d46,152.8860254677698,68.30137234372278,-25.316786819231112,0.5468609,0.98686075,,
131330,iic,,2025-09-21 23:01:23.104874,52476,0,8,6,4.800000190734863,,,,,0x715c416dd58b3d46,148.92873854864212,67.55161430722191,-28.940047400338308,0.5560486,0.97224915,,
131329,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-21 22:45:14.662385,52473,12,0,191,899.9994964599609,1159.717,1512.9818,1042.6555,,0x715c416dd58b3d46,143.39392890631373,66.18142568722718,-34.052422252087304,0.60153127,0.98120177,,
131328,iic,GE_D23_S25B_run0003_WIDE_obs0002,2025-09-21 22:28:58.758615,52473,12,0,193,900.000732421875,1173.2573,1458.4861,792.12885,,0x715c416dd58b3d46,135.79454127269813,63.70634194307549,-40.92176057879623,0.6153779,0.97632766,,
131327,iic,,2025-09-21 22:25:27.314278,52470,0,8,9,4.800000190734863,,,,,0x715c416dd58b3d46,132.1409629539207,62.17318287602178,-44.13540296201353,0.6097353,0.9781336,,
131326,iic,GE_D23_S25B_run0003_WIDE_obs0001,2025-09-21 22:09:23.844532,52467,12,0,189,900.0,1123.496,1348.472,1026.586,,0x1c37b810b7038da1,130.62116559514268,60.38855538078852,-45.50241896093363,0.6166396,0.92961824,,
131325,iic,GE_D23_S25B_run0003_WIDE_obs0001,2025-09-21 21:53:08.864681,52466,12,0,192,899.9987487792969,1013.3243,1350.1678,1075.6897,,0x1c37b810b7038da1,125.36363893979555,57.38941656335608,-50.040283084225344,0.61511725,0.92757696,,
131324,iic,,2025-09-21 21:49:39.199405,52463,0,8,10,4.800000190734863,,,,,0x1c37b810b7038da1,122.73088073730469,55.61059780778556,-52.22861638562433,0.62492776,0.9089431,,
131323,iic,GE_D23_S25B_run0003_WIDE_obs0001,2025-09-21 21:33:11.717265,52460,12,0,195,900.0005035400391,999.2203,1311.2827,997.86395,,0x1c37b810b7038da1,119.97962575068559,53.430142619725686,-54.51778213813177,0.61647344,0.9011561,,
131322,iic,GE_D23_S25B_run0003_WIDE_obs0001,2025-09-21 21:16:53.593305,52460,12,0,193,899.9989929199219,1080.9064,1403.9917,1040.5554,,0x1c37b810b7038da1,116.27542890997204,50.02623248038674,-57.461174129515655,0.61228627,0.906986,,
131321,iic,,2025-09-21 21:12:35.586885,52457,0,8,7,4.800000190734863,,,,,0x1c37b810b7038da1,114.75304313327955,48.85116610319718,-54.71852244501529,0.60977024,0.905062,,
131320,iic,SSP_CO_S25B_Sep_68,2025-09-21 20:54:47.813875,52454,12,0,208,900.00048828125,1275.638,1467.205,740.83484,,0x19bd109596b7382a,118.7782388225162,63.35826145602073,34.10129266734317,0.60854435,0.9309794,,
131319,iic,SSP_CO_S25B_Sep_68,2025-09-21 20:38:35.274977,52454,12,0,191,899.9992523193359,1157.1719,1298.7216,589.46185,,0x19bd109596b7382a,114.01729396491388,59.76500307486512,30.334621031041557,0.6708801,0.929448,,
131318,iic,,2025-09-21 20:34:56.869032,52451,0,8,8,4.800000190734863,,,,,0x19bd109596b7382a,112.1344091796875,57.7463053894043,28.97439193725586,0.62744397,0.9388855,,
131317,iic,SSP_CO_S25B_Sep_47,2025-09-21 20:18:48.366683,52448,12,0,191,899.9997711181641,1285.9569,1350.365,727.64655,,0x74450d5bf367dd18,116.87580728157383,54.39122853889167,32.976240949904636,0.6520941,0.97780913,,
131316,iic,SSP_CO_S25B_Sep_47,2025-09-21 20:02:30.247155,52448,12,0,190,899.9985046386719,943.00665,1043.5299,493.1593,,0x74450d5bf367dd18,113.36173370441426,50.92653853248736,30.294021220970656,0.7519591,0.91628325,,
131315,iic,,2025-09-21 19:59:13.808646,52445,0,8,6,4.800000190734863,,,,,0x74450d5bf367dd18,111.58523341587612,49.040627797444664,29.016902832757857,0.6648569,0.9246303,,
131314,iic,SSP_CO_S25B_Sep_50,2025-09-21 19:43:07.643047,52442,12,0,190,899.999755859375,1045.3857,1156.8328,617.0169,,0x93e5a80607e954f,109.64710908424198,48.72326295707482,27.568007732000876,0.7168652,0.8754293,,
131313,iic,SSP_CO_S25B_Sep_50,2025-09-21 19:26:52.706755,52442,12,0,191,900.0007629394531,878.46826,871.8442,476.87238,,0x93e5a80607e954f,106.98453143246803,45.09860846018978,25.8092518251185,0.76733035,0.8380562,,
131312,iic,,2025-09-21 19:23:39.251814,52439,0,8,6,4.800000190734863,,,,,0x93e5a80607e954f,105.61499205089751,43.040635063534694,24.973759424118768,0.842462,0.7966215,,
